"Date","Price","Open","High","Low","Vol.","Change %"
"26-07-2023","1,263.10","1,242.50","1,273.50","1,242.50","12.91M","1.63%"
"25-07-2023","1,242.90","1,247.00","1,252.60","1,240.00","12.03M","-0.06%"
"24-07-2023","1,243.70","1,240.50","1,257.47","1,234.65","23.73M","-2.02%"
"21-07-2023","1,269.38","1,304.50","1,307.45","1,261.80","30.25M","-3.10%"
"20-07-2023","1,309.93","1,290.00","1,315.47","1,290.00","38.72M","1.54%"
"19-07-2023","1,290.00","1,284.62","1,296.42","1,269.64","36.11M","0.76%"
"18-07-2023","1,280.29","1,278.72","1,288.00","1,267.83","23.88M","0.85%"
"17-07-2023","1,269.50","1,246.94","1,277.83","1,238.32","20.51M","2.04%"
"14-07-2023","1,244.08","1,248.31","1,253.25","1,237.00","13.96M","-0.08%"
"13-07-2023","1,245.13","1,263.69","1,270.55","1,242.52","13.55M","-0.89%"
"12-07-2023","1,256.36","1,255.71","1,271.91","1,253.59","17.29M","0.11%"
"11-07-2023","1,254.98","1,249.62","1,257.38","1,242.68","18.52M","1.08%"
"10-07-2023","1,241.52","1,220.57","1,251.03","1,214.26","30.68M","3.85%"
"07-07-2023","1,195.47","1,196.10","1,209.70","1,192.93","12.35M","-0.20%"
"06-07-2023","1,197.81","1,169.35","1,200.39","1,169.35","17.65M","2.10%"
"05-07-2023","1,173.18","1,184.30","1,184.30","1,169.23","9.46M","-0.16%"
"04-07-2023","1,175.11","1,191.56","1,191.56","1,168.07","7.44M","-1.03%"
"03-07-2023","1,187.34","1,161.17","1,190.20","1,159.95","11.22M","2.57%"
"30-06-2023","1,157.63","1,155.89","1,160.54","1,150.01","10.29M","0.82%"
"28-06-2023","1,148.21","1,140.72","1,152.01","1,133.85","10.48M","1.32%"
"27-06-2023","1,133.21","1,133.26","1,139.14","1,128.76","8.94M","0.04%"
"26-06-2023","1,132.80","1,138.00","1,141.81","1,129.69","11.67M","-0.76%"
"23-06-2023","1,141.52","1,147.94","1,149.98","1,140.27","6.12M","-0.82%"
"22-06-2023","1,150.94","1,160.24","1,168.10","1,149.35","7.03M","-1.12%"
"21-06-2023","1,164.01","1,160.70","1,166.53","1,156.61","6.43M","0.28%"
"20-06-2023","1,160.74","1,156.41","1,163.88","1,150.71","6.39M","0.21%"
"19-06-2023","1,158.34","1,172.95","1,172.95","1,154.18","6.28M","-0.99%"
"16-06-2023","1,169.96","1,162.15","1,172.23","1,162.15","22.31M","0.97%"
"15-06-2023","1,158.68","1,158.34","1,163.22","1,150.94","10.90M","0.03%"
"14-06-2023","1,158.36","1,144.36","1,159.79","1,142.54","12.26M","1.23%"
"13-06-2023","1,144.29","1,132.55","1,145.47","1,128.58","10.38M","1.48%"
"12-06-2023","1,127.63","1,123.70","1,129.92","1,118.94","5.90M","0.09%"
"09-06-2023","1,126.63","1,138.00","1,138.70","1,124.84","5.42M","-0.71%"
"08-06-2023","1,134.66","1,137.55","1,142.47","1,130.74","11.14M","0.06%"
"07-06-2023","1,133.98","1,128.92","1,134.82","1,122.39","9.52M","0.76%"
"06-06-2023","1,125.45","1,127.31","1,129.24","1,117.57","6.92M","0.08%"
"05-06-2023","1,124.50","1,119.93","1,127.45","1,115.96","10.07M","0.90%"
"02-06-2023","1,114.49","1,121.66","1,127.04","1,112.58","14.58M","-0.33%"
"01-06-2023","1,118.14","1,125.81","1,127.97","1,115.76","13.47M","-0.27%"
"31-05-2023","1,121.16","1,134.82","1,139.30","1,117.12","25.02M","-1.99%"
"30-05-2023","1,143.88","1,144.17","1,151.94","1,141.34","10.47M","-0.03%"
"29-05-2023","1,144.17","1,144.36","1,148.44","1,138.09","9.24M","0.56%"
"26-05-2023","1,137.77","1,115.76","1,138.91","1,112.47","11.65M","2.73%"
"25-05-2023","1,107.57","1,104.82","1,111.67","1,096.72","10.60M","-0.01%"
"24-05-2023","1,107.70","1,110.27","1,118.48","1,104.61","7.49M","-0.58%"
"23-05-2023","1,114.19","1,116.96","1,120.30","1,112.79","5.62M","-0.02%"
"22-05-2023","1,114.40","1,105.32","1,119.39","1,104.12","6.86M","0.53%"
"19-05-2023","1,108.47","1,104.89","1,110.29","1,097.99","7.43M","0.32%"
"18-05-2023","1,104.89","1,111.92","1,115.30","1,101.76","9.72M","-0.22%"
"17-05-2023","1,107.27","1,118.03","1,118.94","1,102.59","8.12M","-0.59%"
"16-05-2023","1,113.85","1,132.10","1,134.64","1,112.20","8.05M","-1.42%"
"15-05-2023","1,129.94","1,130.24","1,136.89","1,122.64","6.31M","0.20%"
"12-05-2023","1,127.72","1,121.12","1,129.10","1,115.08","6.42M","0.16%"
"11-05-2023","1,125.88","1,134.35","1,139.14","1,124.18","9.74M","-0.65%"
"10-05-2023","1,133.28","1,130.28","1,134.76","1,126.29","10.04M","0.69%"
"09-05-2023","1,125.54","1,123.48","1,128.83","1,118.14","5.97M","0.31%"
"08-05-2023","1,122.07","1,112.13","1,127.40","1,109.47","8.45M","1.23%"
"05-05-2023","1,108.38","1,108.04","1,117.28","1,105.77","8.07M","-0.26%"
"04-05-2023","1,111.22","1,099.03","1,113.42","1,096.06","7.97M","1.15%"
"03-05-2023","1,098.55","1,109.86","1,109.86","1,095.35","6.52M","-0.86%"
"02-05-2023","1,108.06","1,105.86","1,110.22","1,102.19","11.98M","0.85%"
"28-04-2023","1,098.74","1,081.26","1,100.28","1,081.15","14.37M","1.83%"
"27-04-2023","1,079.01","1,078.08","1,082.17","1,073.09","8.46M","0.63%"
"26-04-2023","1,072.23","1,079.90","1,083.12","1,068.57","7.95M","-0.59%"
"25-04-2023","1,078.56","1,074.00","1,080.62","1,066.96","8.52M","0.77%"
"24-04-2023","1,070.37","1,078.08","1,080.76","1,065.83","11.94M","0.38%"
"21-04-2023","1,066.28","1,067.03","1,071.73","1,060.56","7.06M","0.13%"
"20-04-2023","1,064.94","1,068.60","1,070.82","1,058.61","6.47M","-0.25%"
"19-04-2023","1,067.64","1,061.76","1,070.32","1,058.65","11.33M","0.50%"
"18-04-2023","1,062.35","1,078.99","1,078.99","1,055.84","9.60M","-1.14%"
"17-04-2023","1,074.66","1,100.76","1,100.76","1,066.30","16.55M","0.51%"
"13-04-2023","1,069.23","1,068.10","1,073.91","1,063.10","11.43M","0.38%"
"12-04-2023","1,065.21","1,060.54","1,074.81","1,057.68","16.78M","0.44%"
"11-04-2023","1,060.54","1,059.47","1,062.65","1,054.95","9.73M","0.49%"
"10-04-2023","1,055.32","1,066.73","1,066.92","1,053.82","11.96M","-0.71%"
"06-04-2023","1,062.85","1,052.28","1,068.55","1,052.28","17.02M","0.67%"
"05-04-2023","1,055.77","1,065.83","1,065.83","1,047.92","15.01M","-0.24%"
"03-04-2023","1,058.31","1,064.46","1,066.28","1,050.85","9.50M","0.02%"
"31-03-2023","1,058.13","1,023.61","1,063.76","1,023.47","26.00M","4.31%"
"29-03-2023","1,014.40","1,016.35","1,018.98","1,003.68","17.36M","-0.59%"
"28-03-2023","1,020.43","1,019.07","1,024.29","1,015.44","11.61M","0.47%"
"27-03-2023","1,015.69","1,006.59","1,023.16","998.74","12.97M","1.55%"
"24-03-2023","1,000.14","1,019.19","1,021.34","997.74","11.42M","-1.98%"
"23-03-2023","1,020.34","1,029.51","1,030.37","1,018.19","15.00M","-1.27%"
"22-03-2023","1,033.42","1,037.23","1,040.16","1,030.42","10.08M","0.30%"
"21-03-2023","1,030.28","1,007.25","1,032.24","1,006.36","19.75M","3.11%"
"20-03-2023","999.21","1,005.45","1,007.72","989.57","18.02M","-0.98%"
"17-03-2023","1,009.13","1,018.96","1,022.23","1,004.41","31.40M","-0.13%"
"16-03-2023","1,010.40","1,018.16","1,023.16","999.64","16.95M","-0.50%"
"15-03-2023","1,015.46","1,036.82","1,043.27","1,011.08","20.06M","-1.71%"
"14-03-2023","1,033.12","1,034.96","1,046.28","1,029.99","14.79M","-0.37%"
"13-03-2023","1,037.00","1,057.20","1,064.01","1,032.69","11.79M","-1.64%"
"10-03-2023","1,054.34","1,062.88","1,064.01","1,050.87","12.31M","-1.55%"
"09-03-2023","1,070.93","1,096.69","1,097.10","1,069.05","14.99M","-2.40%"
"08-03-2023","1,097.31","1,093.38","1,098.06","1,082.62","14.57M","0.36%"
"06-03-2023","1,093.38","1,089.43","1,100.60","1,089.43","9.39M","0.98%"
"03-03-2023","1,082.80","1,066.35","1,086.46","1,062.90","13.52M","2.55%"
"02-03-2023","1,055.86","1,060.83","1,067.48","1,053.84","8.61M","-0.76%"
"01-03-2023","1,063.97","1,064.01","1,064.69","1,054.59","10.66M","0.92%"
"28-02-2023","1,054.27","1,069.50","1,074.45","1,050.23","20.30M","-1.91%"
"27-02-2023","1,074.84","1,081.26","1,084.73","1,067.51","10.34M","-0.66%"
"24-02-2023","1,082.03","1,076.72","1,087.68","1,074.91","8.71M","0.68%"
"23-02-2023","1,074.68","1,079.44","1,087.05","1,071.89","9.09M","-0.48%"
"22-02-2023","1,079.85","1,101.21","1,103.05","1,078.11","10.18M","-2.27%"
"21-02-2023","1,104.91","1,100.33","1,110.67","1,095.04","12.29M","0.82%"
"20-02-2023","1,095.97","1,109.86","1,112.01","1,094.02","8.16M","-1.06%"
"17-02-2023","1,107.68","1,098.51","1,110.99","1,094.24","10.90M","0.42%"
"16-02-2023","1,103.07","1,111.88","1,118.39","1,100.80","15.94M","-0.08%"
"15-02-2023","1,103.93","1,078.54","1,106.32","1,077.17","30.92M","2.26%"
"14-02-2023","1,079.49","1,057.63","1,081.21","1,054.77","13.22M","2.36%"
"13-02-2023","1,054.64","1,062.29","1,066.73","1,050.19","9.56M","-0.57%"
"10-02-2023","1,060.67","1,068.96","1,068.96","1,053.71","9.96M","-0.82%"
"09-02-2023","1,069.48","1,068.30","1,076.20","1,059.47","12.16M","0.17%"
"08-02-2023","1,067.62","1,049.94","1,071.23","1,047.22","19.53M","2.00%"
"07-02-2023","1,046.72","1,049.48","1,056.48","1,040.86","13.97M","-0.24%"
"06-02-2023","1,049.24","1,050.85","1,053.57","1,046.67","13.70M","-0.75%"
"03-02-2023","1,057.20","1,066.28","1,066.28","1,040.86","22.80M","0.09%"
"02-02-2023","1,056.27","1,052.21","1,065.83","1,049.03","12.61M","-0.55%"
"01-02-2023","1,062.15","1,080.33","1,080.33","1,046.31","17.86M","-0.59%"
"31-01-2023","1,068.48","1,081.26","1,083.82","1,062.65","20.94M","-0.25%"
"30-01-2023","1,071.16","1,058.43","1,076.68","1,044.49","20.10M","0.96%"
"27-01-2023","1,060.99","1,082.35","1,083.69","1,049.33","23.84M","-1.90%"
"25-01-2023","1,081.51","1,095.08","1,096.10","1,080.35","11.43M","-1.38%"
"24-01-2023","1,096.67","1,107.59","1,109.24","1,083.69","15.22M","-0.59%"
"23-01-2023","1,103.18","1,111.67","1,119.48","1,100.78","10.11M","-0.51%"
"20-01-2023","1,108.79","1,123.48","1,123.48","1,106.34","13.78M","-1.19%"
"19-01-2023","1,122.14","1,122.52","1,126.27","1,115.15","11.02M","-0.11%"
"18-01-2023","1,123.34","1,122.79","1,130.78","1,116.83","12.41M","-0.17%"
"17-01-2023","1,125.20","1,115.76","1,127.11","1,112.40","9.92M","1.42%"
"16-01-2023","1,109.45","1,122.43","1,125.59","1,101.69","12.57M","-0.95%"
"13-01-2023","1,120.12","1,115.94","1,122.52","1,105.14","19.03M","-0.16%"
"12-01-2023","1,121.93","1,146.10","1,149.58","1,118.94","16.33M","-2.16%"
"11-01-2023","1,146.69","1,158.66","1,161.15","1,144.40","10.62M","-1.26%"
"10-01-2023","1,161.33","1,182.94","1,182.94","1,155.70","7.43M","-1.48%"
"09-01-2023","1,178.76","1,155.39","1,181.12","1,154.50","9.90M","2.36%"
"06-01-2023","1,151.57","1,146.92","1,156.59","1,143.13","5.86M","0.91%"
"05-01-2023","1,141.20","1,145.49","1,151.35","1,136.64","12.59M","-0.18%"
"04-01-2023","1,143.24","1,160.70","1,162.54","1,141.18","8.55M","-1.51%"
"03-01-2023","1,160.72","1,164.35","1,167.96","1,156.52","7.07M","-0.73%"
"02-01-2023","1,169.28","1,157.52","1,170.68","1,156.70","4.91M","1.13%"
"30-12-2022","1,156.25","1,155.30","1,169.78","1,153.48","6.73M","0.15%"
"29-12-2022","1,154.48","1,147.08","1,157.02","1,146.40","6.40M","-0.05%"
"28-12-2022","1,155.00","1,152.07","1,157.43","1,144.58","6.89M","-0.01%"
"27-12-2022","1,155.11","1,148.44","1,156.98","1,141.75","5.32M","0.82%"
"26-12-2022","1,145.74","1,141.52","1,153.89","1,131.37","5.53M","0.87%"
"23-12-2022","1,135.82","1,163.56","1,175.90","1,131.31","9.47M","-2.93%"
"22-12-2022","1,170.14","1,179.31","1,182.33","1,165.12","6.88M","-0.26%"
"21-12-2022","1,173.18","1,189.75","1,195.20","1,169.37","7.87M","-1.42%"
"20-12-2022","1,190.11","1,172.91","1,192.02","1,164.78","6.89M","0.87%"
"19-12-2022","1,179.90","1,171.59","1,182.03","1,165.10","7.13M","1.31%"
"16-12-2022","1,164.60","1,167.05","1,188.75","1,161.22","14.62M","-0.49%"
"15-12-2022","1,170.39","1,181.35","1,187.03","1,167.05","8.02M","-1.42%"
"14-12-2022","1,187.25","1,197.31","1,197.90","1,185.21","6.71M","-0.36%"
"13-12-2022","1,191.56","1,186.16","1,195.20","1,183.26","7.69M","0.46%"
"12-12-2022","1,186.16","1,173.63","1,190.66","1,173.41","8.75M","0.15%"
"09-12-2022","1,184.35","1,201.10","1,207.45","1,181.06","11.68M","-1.52%"
"08-12-2022","1,202.57","1,207.45","1,209.72","1,198.42","7.16M","-0.05%"
"07-12-2022","1,203.14","1,218.80","1,223.34","1,199.35","7.81M","-1.48%"
"06-12-2022","1,221.16","1,209.77","1,224.25","1,207.91","7.93M","0.29%"
"05-12-2022","1,217.64","1,231.06","1,233.21","1,215.62","13.69M","-1.46%"
"02-12-2022","1,235.66","1,239.23","1,247.40","1,225.88","10.70M","-0.04%"
"01-12-2022","1,236.19","1,244.58","1,250.58","1,232.87","8.76M","-0.29%"
"30-11-2022","1,239.84","1,231.28","1,246.24","1,224.79","24.15M","0.71%"
"29-11-2022","1,231.15","1,227.40","1,239.98","1,222.89","10.21M","0.17%"
"28-11-2022","1,229.04","1,184.26","1,235.16","1,135.73","29.10M","3.44%"
"25-11-2022","1,188.21","1,175.22","1,191.52","1,172.09","6.78M","1.49%"
"24-11-2022","1,170.73","1,164.78","1,177.49","1,156.70","8.67M","0.86%"
"23-11-2022","1,160.72","1,168.87","1,170.18","1,158.54","5.92M","-0.31%"
"22-11-2022","1,164.35","1,155.25","1,165.92","1,151.39","6.10M","0.55%"
"21-11-2022","1,157.93","1,174.77","1,174.77","1,154.39","5.90M","-1.80%"
"18-11-2022","1,179.15","1,183.28","1,184.30","1,167.10","4.89M","-0.05%"
"17-11-2022","1,179.79","1,173.39","1,186.12","1,171.14","6.15M","0.26%"
"16-11-2022","1,176.74","1,184.76","1,187.46","1,171.75","8.97M","-0.57%"
"15-11-2022","1,183.53","1,190.34","1,192.20","1,175.68","6.54M","-0.45%"
"14-11-2022","1,188.86","1,194.18","1,199.28","1,182.55","8.35M","-0.48%"
"11-11-2022","1,194.65","1,180.22","1,196.56","1,174.77","11.36M","2.31%"
"10-11-2022","1,167.73","1,175.68","1,178.65","1,163.42","5.51M","-1.21%"
"09-11-2022","1,182.03","1,184.89","1,190.18","1,175.70","10.39M","-0.10%"
"07-11-2022","1,183.21","1,176.13","1,184.89","1,168.41","10.88M","0.53%"
"04-11-2022","1,176.93","1,159.29","1,180.22","1,158.02","11.61M","1.47%"
"03-11-2022","1,159.86","1,148.37","1,161.86","1,146.19","6.18M","0.37%"
"02-11-2022","1,155.55","1,149.49","1,157.61","1,141.63","8.29M","0.62%"
"01-11-2022","1,148.37","1,180.22","1,180.22","1,138.46","12.89M","-0.77%"
"31-10-2022","1,157.34","1,153.43","1,162.49","1,149.44","11.46M","0.93%"
"28-10-2022","1,146.69","1,118.94","1,150.71","1,116.42","16.25M","3.06%"
"27-10-2022","1,112.65","1,115.76","1,120.50","1,104.32","11.55M","0.39%"
"25-10-2022","1,108.29","1,134.37","1,134.37","1,106.68","11.29M","-1.54%"
"24-10-2022","1,125.68","1,116.67","1,135.96","1,114.53","3.11M","0.33%"
"21-10-2022","1,121.93","1,138.32","1,142.45","1,119.84","7.61M","-1.16%"
"20-10-2022","1,135.10","1,128.01","1,143.45","1,128.01","8.05M","0.27%"
"19-10-2022","1,132.05","1,114.17","1,147.47","1,108.36","17.77M","1.74%"
"18-10-2022","1,112.69","1,099.42","1,118.03","1,098.58","11.46M","1.76%"
"17-10-2022","1,093.40","1,069.00","1,095.79","1,063.83","15.44M","1.61%"
"14-10-2022","1,076.13","1,096.24","1,096.85","1,075.40","8.40M","-0.51%"
"13-10-2022","1,081.62","1,076.45","1,086.71","1,071.32","6.76M","0.32%"
"12-10-2022","1,078.20","1,067.64","1,081.12","1,063.60","6.85M","0.74%"
"11-10-2022","1,070.32","1,095.79","1,095.79","1,067.23","8.51M","-1.99%"
"10-10-2022","1,092.06","1,091.70","1,097.42","1,083.98","5.84M","-1.09%"
"07-10-2022","1,104.12","1,096.08","1,109.36","1,096.08","7.12M","0.42%"
"06-10-2022","1,099.46","1,102.59","1,112.13","1,097.67","12.32M","0.37%"
"04-10-2022","1,095.42","1,088.43","1,097.60","1,084.96","8.26M","1.84%"
"03-10-2022","1,075.59","1,085.57","1,097.12","1,072.64","10.94M","-0.35%"
"30-09-2022","1,079.33","1,049.03","1,090.34","1,049.03","17.18M","2.26%"
"29-09-2022","1,055.52","1,071.27","1,074.68","1,049.94","13.54M","-0.31%"
"28-09-2022","1,058.77","1,071.43","1,079.44","1,056.34","15.69M","-2.66%"
"27-09-2022","1,087.73","1,086.71","1,101.23","1,071.32","14.91M","0.80%"
"26-09-2022","1,079.15","1,086.73","1,097.51","1,078.15","11.52M","-2.55%"
"23-09-2022","1,107.36","1,128.01","1,132.99","1,105.82","8.79M","-1.87%"
"22-09-2022","1,128.51","1,128.47","1,136.19","1,122.16","9.51M","-0.94%"
"21-09-2022","1,139.25","1,133.35","1,149.80","1,132.55","8.50M","0.28%"
"20-09-2022","1,136.12","1,145.01","1,151.94","1,132.42","7.76M","0.02%"
"19-09-2022","1,135.94","1,134.46","1,145.13","1,126.36","7.00M","0.13%"
"16-09-2022","1,134.46","1,154.68","1,158.88","1,130.74","18.66M","-2.48%"
"15-09-2022","1,163.29","1,172.50","1,181.83","1,160.58","9.57M","-0.99%"
"14-09-2022","1,174.93","1,168.87","1,184.76","1,167.85","8.01M","-1.20%"
"13-09-2022","1,189.18","1,188.39","1,193.70","1,180.67","8.20M","0.84%"
"12-09-2022","1,179.33","1,166.85","1,185.66","1,166.85","6.86M","1.12%"
"09-09-2022","1,166.28","1,184.76","1,184.76","1,163.88","7.67M","-0.62%"
"08-09-2022","1,173.59","1,174.88","1,179.31","1,167.05","6.51M","0.14%"
"07-09-2022","1,171.93","1,168.87","1,177.90","1,166.60","6.91M","-0.58%"
"06-09-2022","1,178.79","1,167.96","1,182.94","1,167.51","10.06M","1.05%"
"05-09-2022","1,166.51","1,148.90","1,171.82","1,148.90","10.46M","1.55%"
"02-09-2022","1,148.67","1,162.24","1,169.03","1,146.49","12.00M","-1.17%"
"01-09-2022","1,162.24","1,172.34","1,182.46","1,157.84","18.38M","-2.94%"
"30-08-2022","1,197.44","1,186.57","1,200.76","1,169.59","21.36M","1.55%"
"29-08-2022","1,179.15","1,173.41","1,205.18","1,170.25","18.31M","-0.78%"
"26-08-2022","1,188.39","1,195.20","1,202.91","1,183.39","9.91M","-0.53%"
"25-08-2022","1,194.77","1,202.44","1,208.77","1,190.48","7.27M","-0.29%"
"24-08-2022","1,198.26","1,198.42","1,211.99","1,196.26","9.57M","-0.27%"
"23-08-2022","1,201.46","1,177.49","1,204.37","1,176.29","8.93M","1.54%"
"22-08-2022","1,183.21","1,187.93","1,194.42","1,173.86","8.74M","-0.28%"
"19-08-2022","1,186.50","1,202.91","1,208.22","1,182.46","8.73M","-1.78%"
"18-08-2022","1,208.04","1,207.45","1,211.54","1,198.46","6.84M","-0.14%"
"17-08-2022","1,209.79","1,209.72","1,215.12","1,205.43","6.09M","0.52%"
"16-08-2022","1,203.50","1,201.19","1,206.23","1,192.61","6.10M","0.69%"
"12-08-2022","1,195.20","1,175.81","1,198.99","1,172.14","11.68M","1.62%"
"11-08-2022","1,176.18","1,181.62","1,184.71","1,171.23","7.57M","0.33%"
"10-08-2022","1,172.27","1,169.73","1,175.63","1,160.72","9.90M","0.60%"
"08-08-2022","1,165.31","1,148.90","1,172.75","1,148.90","9.38M","1.31%"
"05-08-2022","1,150.26","1,169.32","1,170.59","1,147.06","12.87M","-1.47%"
"04-08-2022","1,167.46","1,184.76","1,188.27","1,150.71","13.35M","-1.32%"
"03-08-2022","1,183.10","1,180.22","1,184.76","1,165.44","13.15M","0.84%"
"02-08-2022","1,173.25","1,167.73","1,183.76","1,162.76","12.85M","0.38%"
"01-08-2022","1,168.80","1,143.52","1,174.66","1,138.27","14.49M","2.61%"
"29-07-2022","1,139.11","1,123.34","1,142.59","1,118.48","13.97M","2.13%"
"28-07-2022","1,115.35","1,105.77","1,120.28","1,098.96","11.53M","1.57%"
"27-07-2022","1,098.15","1,098.49","1,101.69","1,090.34","7.99M","-0.09%"
"26-07-2022","1,099.19","1,099.01","1,109.36","1,094.58","10.43M","0.05%"
"25-07-2022","1,098.69","1,120.05","1,120.05","1,090.79","21.33M","-3.30%"
"22-07-2022","1,136.23","1,134.82","1,142.22","1,132.55","10.13M","0.68%"
"21-07-2022","1,128.60","1,132.10","1,134.82","1,119.98","15.25M","-0.67%"
"20-07-2022","1,136.19","1,152.98","1,154.12","1,128.58","22.08M","2.70%"
"19-07-2022","1,106.27","1,089.57","1,110.77","1,089.57","15.17M","0.61%"
"18-07-2022","1,099.53","1,098.96","1,100.78","1,085.94","13.99M","0.85%"
"15-07-2022","1,090.25","1,096.24","1,096.24","1,081.76","8.86M","0.19%"
"14-07-2022","1,088.14","1,083.98","1,104.84","1,078.97","15.66M","0.82%"
"13-07-2022","1,079.24","1,101.82","1,104.86","1,077.17","13.13M","-1.77%"
"12-07-2022","1,098.71","1,091.25","1,107.45","1,091.25","9.95M","-0.14%"
"11-07-2022","1,100.28","1,078.76","1,102.50","1,075.81","12.78M","1.36%"
"08-07-2022","1,085.53","1,097.60","1,097.60","1,081.51","17.55M","0.14%"
"07-07-2022","1,084.03","1,101.19","1,104.52","1,078.08","21.51M","-0.98%"
"06-07-2022","1,094.81","1,098.55","1,108.47","1,083.98","22.10M","-0.88%"
"05-07-2022","1,104.52","1,099.87","1,118.89","1,097.19","16.29M","0.81%"
"04-07-2022","1,095.65","1,079.88","1,108.50","1,074.04","38.63M","0.21%"
"01-07-2022","1,093.38","1,168.82","1,176.59","1,073.54","75.68M","-7.20%"
"30-06-2022","1,178.24","1,171.14","1,187.43","1,164.78","21.33M","0.60%"
"29-06-2022","1,171.21","1,138.09","1,178.85","1,135.28","17.73M","2.08%"
"28-06-2022","1,147.40","1,126.70","1,150.23","1,126.70","12.53M","1.41%"
"27-06-2022","1,131.49","1,155.23","1,155.23","1,126.45","14.28M","-0.30%"
"24-06-2022","1,134.85","1,125.75","1,139.82","1,120.30","13.14M","1.42%"
"23-06-2022","1,118.91","1,141.66","1,146.17","1,109.86","17.95M","-1.62%"
"22-06-2022","1,137.37","1,161.20","1,161.29","1,135.28","9.80M","-3.04%"
"21-06-2022","1,173.00","1,162.06","1,177.22","1,147.67","10.82M","1.61%"
"20-06-2022","1,154.37","1,182.49","1,187.98","1,144.40","11.14M","-1.81%"
"17-06-2022","1,175.68","1,162.06","1,191.50","1,160.29","22.57M","1.17%"
"16-06-2022","1,162.06","1,190.66","1,207.02","1,159.34","15.79M","-1.40%"
"15-06-2022","1,178.54","1,188.18","1,197.15","1,173.14","10.33M","-1.21%"
"14-06-2022","1,192.97","1,202.94","1,212.83","1,186.32","13.58M","-1.31%"
"13-06-2022","1,208.77","1,202.91","1,213.26","1,187.62","16.26M","-1.89%"
"10-06-2022","1,232.08","1,258.25","1,266.42","1,226.29","16.70M","-3.02%"
"09-06-2022","1,270.44","1,230.15","1,272.36","1,230.15","15.95M","2.74%"
"08-06-2022","1,236.53","1,258.63","1,262.38","1,233.01","11.52M","-1.76%"
"07-06-2022","1,258.63","1,257.34","1,266.96","1,249.24","11.41M","0.19%"
"06-06-2022","1,256.27","1,261.92","1,277.36","1,249.12","10.24M","-0.43%"
"03-06-2022","1,261.70","1,245.58","1,278.88","1,244.67","22.10M","2.03%"
"02-06-2022","1,236.64","1,195.65","1,240.34","1,195.65","20.42M","3.45%"
"01-06-2022","1,195.42","1,195.79","1,205.27","1,187.57","9.02M","0.03%"
"31-05-2022","1,195.04","1,199.01","1,215.99","1,187.34","65.18M","-1.21%"
"30-05-2022","1,209.63","1,187.03","1,213.81","1,177.58","12.79M","3.48%"
"27-05-2022","1,168.91","1,177.06","1,182.55","1,153.03","15.25M","-0.46%"
"26-05-2022","1,174.36","1,191.29","1,196.06","1,156.61","16.51M","-0.95%"
"25-05-2022","1,185.66","1,196.10","1,205.95","1,180.90","11.74M","-0.15%"
"24-05-2022","1,187.41","1,183.39","1,197.47","1,179.17","12.49M","0.34%"
"23-05-2022","1,183.35","1,194.52","1,204.52","1,177.04","14.08M","-0.67%"
"20-05-2022","1,191.32","1,140.50","1,200.37","1,135.73","20.12M","5.83%"
"19-05-2022","1,125.68","1,127.56","1,140.50","1,119.41","13.57M","-2.30%"
"18-05-2022","1,152.23","1,152.82","1,166.60","1,138.57","15.95M","0.36%"
"17-05-2022","1,148.06","1,105.36","1,152.94","1,103.96","15.28M","4.20%"
"16-05-2022","1,101.78","1,105.07","1,126.20","1,096.99","12.40M","0.02%"
"13-05-2022","1,101.51","1,101.23","1,124.84","1,096.40","17.82M","1.13%"
"12-05-2022","1,089.16","1,101.91","1,105.25","1,075.81","18.91M","-2.04%"
"11-05-2022","1,111.81","1,122.41","1,127.99","1,099.39","15.36M","-1.02%"
"10-05-2022","1,123.32","1,132.55","1,146.90","1,115.76","18.01M","-1.73%"
"09-05-2022","1,143.13","1,168.85","1,178.90","1,138.00","16.69M","-3.91%"
"06-05-2022","1,189.59","1,185.75","1,207.00","1,177.29","18.14M","-0.77%"
"05-05-2022","1,198.78","1,236.28","1,239.23","1,194.74","15.89M","-1.96%"
"04-05-2022","1,222.73","1,264.19","1,266.46","1,214.85","17.77M","-3.12%"
"02-05-2022","1,262.13","1,253.75","1,273.50","1,251.96","8.74M","-0.35%"
"29-04-2022","1,266.58","1,296.49","1,296.49","1,260.70","16.81M","-1.05%"
"28-04-2022","1,280.01","1,275.52","1,294.15","1,264.69","23.64M","1.49%"
"27-04-2022","1,261.18","1,250.96","1,283.71","1,250.60","17.85M","0.10%"
"26-04-2022","1,259.95","1,230.15","1,268.73","1,229.10","11.29M","2.99%"
"25-04-2022","1,223.34","1,244.86","1,252.12","1,209.11","15.75M","-2.31%"
"22-04-2022","1,252.30","1,252.35","1,271.91","1,245.67","13.89M","-0.84%"
"21-04-2022","1,262.88","1,248.71","1,266.01","1,240.14","20.04M","2.34%"
"20-04-2022","1,233.98","1,206.14","1,241.04","1,202.50","23.14M","2.94%"
"19-04-2022","1,198.74","1,161.15","1,211.08","1,158.00","24.13M","3.81%"
"18-04-2022","1,154.73","1,149.80","1,161.97","1,144.72","9.21M","-0.31%"
"13-04-2022","1,158.27","1,168.64","1,176.86","1,155.48","9.56M","-0.37%"
"12-04-2022","1,162.54","1,174.32","1,181.40","1,159.97","12.20M","-1.88%"
"11-04-2022","1,184.85","1,180.22","1,197.72","1,172.50","8.54M","-0.21%"
