"Date","Price","Open","High","Low","Vol.","Change %"
"04-11-2020","868.46","833.87","875.63","833.87","74.01M","3.39%"
"03-11-2020","839.95","857.93","866.55","833.01","81.86M","-1.44%"
"02-11-2020","852.23","920.12","920.12","843.92","91.72M","-8.62%"
"30-10-2020","932.60","923.07","937.41","917.75","31.40M","1.36%"
"29-10-2020","920.07","906.50","926.92","903.77","28.30M","0.77%"
"28-10-2020","913.06","926.83","934.05","911.22","27.62M","-1.13%"
"27-10-2020","923.52","923.70","935.03","910.13","33.67M","0.27%"
"26-10-2020","921.07","954.14","954.14","916.26","34.45M","-3.97%"
"23-10-2020","959.18","955.98","969.14","951.62","21.62M","0.29%"
"22-10-2020","956.41","965.69","968.00","949.17","28.43M","-0.83%"
"21-10-2020","964.42","984.12","995.01","952.23","31.46M","-1.45%"
"20-10-2020","978.63","989.11","995.47","976.97","17.06M","-0.93%"
"19-10-2020","987.84","994.13","1,011.67","978.29","28.80M","0.02%"
"16-10-2020","987.66","1,005.45","1,013.40","986.23","19.92M","-1.39%"
"15-10-2020","1,001.60","1,039.50","1,039.50","996.38","18.49M","-3.54%"
"14-10-2020","1,038.36","1,034.46","1,045.85","1,029.74","24.68M","0.30%"
"13-10-2020","1,035.28","1,012.54","1,037.57","1,010.38","21.33M","1.95%"
"12-10-2020","1,015.46","1,014.53","1,023.95","1,010.56","13.13M","0.16%"
"09-10-2020","1,013.83","1,014.53","1,022.70","1,006.41","17.12M","-0.26%"
"08-10-2020","1,016.46","1,025.43","1,029.51","1,008.68","19.46M","-0.81%"
"07-10-2020","1,024.75","1,014.53","1,048.12","1,007.72","49.08M","2.13%"
"06-10-2020","1,003.34","1,010.11","1,014.03","999.39","16.99M","-0.08%"
"05-10-2020","1,004.18","1,018.62","1,020.96","1,001.37","17.47M","-0.59%"
"01-10-2020","1,010.11","1,027.61","1,027.61","1,005.00","19.18M","-0.41%"
"30-09-2020","1,014.24","1,025.88","1,029.06","1,009.99","22.58M","-0.48%"
"29-09-2020","1,019.09","1,009.99","1,027.70","1,006.02","23.85M","1.30%"
"28-09-2020","1,006.02","1,010.90","1,015.89","1,001.85","18.15M","0.66%"
"25-09-2020","999.42","993.65","1,004.46","983.80","26.19M","0.94%"
"24-09-2020","990.11","1,002.23","1,010.45","987.77","27.53M","-2.22%"
"23-09-2020","1,012.63","1,025.88","1,033.48","1,001.05","39.68M","0.89%"
"22-09-2020","1,003.71","1,033.60","1,033.60","999.35","32.11M","-1.98%"
"21-09-2020","1,024.00","1,044.04","1,060.38","1,020.14","31.04M","-2.16%"
"18-09-2020","1,046.63","1,050.51","1,052.87","1,033.39","30.53M","0.30%"
"17-09-2020","1,043.47","1,053.12","1,059.34","1,040.34","23.84M","-1.11%"
"16-09-2020","1,055.18","1,053.12","1,075.52","1,048.83","31.34M","0.25%"
"15-09-2020","1,052.59","1,049.46","1,055.73","1,038.66","25.09M","0.71%"
"14-09-2020","1,045.20","1,055.39","1,071.27","1,035.87","40.67M","-0.74%"
"11-09-2020","1,053.00","1,049.49","1,061.22","1,038.18","54.89M","0.25%"
"10-09-2020","1,050.39","990.97","1,064.44","987.46","129.50M","7.06%"
"09-09-2020","981.10","946.44","984.03","944.83","51.05M","2.58%"
"08-09-2020","956.47","949.62","962.78","944.40","25.29M","1.17%"
"07-09-2020","945.38","945.99","955.86","927.95","20.24M","0.26%"
"04-09-2020","942.93","945.78","951.87","940.63","26.28M","-1.65%"
"03-09-2020","958.74","965.96","970.84","954.61","17.16M","-0.76%"
"02-09-2020","966.05","949.62","970.50","946.44","24.87M","1.96%"
"01-09-2020","947.46","953.25","963.42","936.18","35.64M","0.31%"
"31-08-2020","944.49","986.84","986.84","935.25","57.30M","-1.68%"
"28-08-2020","960.58","962.33","968.19","956.09","25.08M","0.26%"
"27-08-2020","958.06","975.04","975.95","954.73","25.92M","-1.25%"
"26-08-2020","970.18","946.44","975.02","929.19","55.26M","2.65%"
"25-08-2020","945.13","955.98","958.38","943.27","17.90M","-0.65%"
"24-08-2020","951.32","949.35","955.29","939.86","30.20M","0.67%"
"21-08-2020","945.01","961.42","963.24","942.81","23.33M","-0.72%"
"20-08-2020","951.91","962.33","964.10","947.80","20.80M","-1.62%"
"19-08-2020","967.57","971.86","977.76","962.94","31.46M","0.61%"
"18-08-2020","961.67","946.44","968.82","945.24","28.20M","1.30%"
"17-08-2020","949.33","955.52","955.52","939.68","28.59M","-1.06%"
"14-08-2020","959.52","963.49","979.13","948.37","30.67M","-0.39%"
"13-08-2020","963.26","965.96","970.91","957.79","22.92M","-0.26%"
"12-08-2020","965.78","962.78","973.68","956.34","27.94M","-0.29%"
"11-08-2020","968.59","969.05","980.49","953.41","43.22M","0.66%"
"10-08-2020","962.26","980.08","982.76","956.93","24.88M","-1.24%"
"07-08-2020","974.34","966.78","979.49","962.42","30.44M","0.58%"
"06-08-2020","968.73","979.13","983.98","956.79","45.53M","0.36%"
"05-08-2020","965.26","984.57","996.83","961.56","68.81M","-1.12%"
"04-08-2020","976.22","917.21","983.67","907.97","84.95M","7.05%"
"03-08-2020","911.94","931.15","933.73","909.27","43.12M","-2.81%"
"31-07-2020","938.32","959.83","966.42","931.83","69.19M","-1.98%"
"30-07-2020","957.27","952.80","971.27","940.54","67.25M","0.58%"
"29-07-2020","951.73","988.61","990.84","939.84","67.07M","-3.72%"
"28-07-2020","988.52","978.76","995.92","976.24","50.87M","1.00%"
"27-07-2020","978.76","989.02","998.10","965.92","74.12M","0.47%"
"24-07-2020","974.20","934.19","981.85","934.10","111.31M","4.29%"
"23-07-2020","934.10","909.65","944.04","903.93","53.84M","2.69%"
"22-07-2020","909.67","900.14","912.40","890.02","55.17M","1.65%"
"21-07-2020","894.94","880.17","897.42","879.03","38.93M","2.69%"
"20-07-2020","871.50","870.55","876.99","862.31","33.78M","0.43%"
"17-07-2020","867.78","837.50","871.54","834.32","45.90M","3.71%"
"16-07-2020","836.77","838.41","848.39","822.72","56.27M","-0.03%"
"15-07-2020","837.05","879.69","898.24","816.17","128.92M","-3.81%"
"14-07-2020","870.18","877.90","881.39","856.70","62.15M","-0.93%"
"13-07-2020","878.35","863.99","884.12","862.47","64.25M","3.03%"
"10-07-2020","852.50","830.01","855.48","828.08","40.39M","2.95%"
"09-07-2020","828.08","821.16","832.96","810.83","33.61M","1.46%"
"08-07-2020","816.17","827.99","832.94","812.53","24.19M","-1.40%"
"07-07-2020","827.72","844.31","846.28","819.93","32.48M","-1.53%"
"06-07-2020","840.59","819.34","843.40","813.49","43.40M","3.57%"
"03-07-2020","811.58","807.90","813.90","802.55","27.17M","1.57%"
"02-07-2020","799.07","791.20","802.37","787.59","26.57M","1.31%"
"01-07-2020","788.75","780.76","793.92","775.33","26.27M","1.97%"
"30-06-2020","773.54","788.48","790.29","769.66","27.95M","-1.11%"
"29-06-2020","782.19","784.41","789.72","778.74","23.65M","-1.06%"
"26-06-2020","790.59","784.75","795.28","779.40","28.54M","1.38%"
"25-06-2020","779.81","783.94","793.92","777.60","36.63M","-0.58%"
"24-06-2020","784.32","787.98","804.68","776.99","47.62M","0.40%"
"23-06-2020","781.17","794.38","800.62","778.99","35.04M","-1.45%"
"22-06-2020","792.63","805.00","818.98","787.57","55.56M","-0.75%"
"19-06-2020","798.64","758.06","811.99","754.43","97.66M","6.25%"
"18-06-2020","751.66","729.46","755.79","728.83","37.36M","2.51%"
"17-06-2020","733.26","730.03","742.38","727.24","38.57M","-0.14%"
"16-06-2020","734.32","745.81","748.33","719.61","47.25M","0.20%"
"15-06-2020","732.89","710.40","738.52","708.63","49.02M","1.62%"
"12-06-2020","721.20","680.89","723.11","679.53","35.58M","3.32%"
"11-06-2020","698.01","710.85","711.74","694.97","18.82M","-2.19%"
"10-06-2020","713.65","700.46","717.00","699.07","20.43M","2.28%"
"09-06-2020","697.76","708.27","718.57","695.87","23.87M","-2.06%"
"08-06-2020","712.44","734.64","734.64","710.40","29.00M","-0.77%"
"05-06-2020","717.98","724.02","734.46","714.35","30.54M","0.12%"
"04-06-2020","717.12","700.87","721.52","699.51","31.57M","2.47%"
"03-06-2020","699.80","701.32","708.13","696.03","23.43M","0.39%"
"02-06-2020","697.10","692.70","699.05","690.34","20.45M","1.01%"
"01-06-2020","690.13","671.82","698.30","669.98","36.87M","3.82%"
"29-05-2020","664.73","666.37","668.18","659.40","36.94M","-0.53%"
"28-05-2020","668.30","660.47","671.70","657.74","37.04M","1.85%"
"27-05-2020","656.18","649.57","660.01","640.95","32.92M","1.51%"
"26-05-2020","646.42","657.36","658.06","642.90","30.66M","-0.52%"
"22-05-2020","649.82","659.01","661.83","647.53","34.92M","-0.67%"
"21-05-2020","654.23","651.39","663.40","646.85","36.15M","0.53%"
"20-05-2020","650.80","640.04","656.77","632.32","51.06M","1.76%"
"19-05-2020","639.54","661.38","663.51","636.98","39.06M","-2.21%"
"18-05-2020","654.00","667.28","672.72","648.21","57.96M","-1.28%"
"15-05-2020","662.46","655.47","665.78","642.36","57.37M","1.63%"
"14-05-2020","651.82","666.82","679.40","649.14","45.47M","-4.04%"
"13-05-2020","679.28","693.15","693.15","660.01","61.32M","2.12%"
"12-05-2020","665.17","703.64","705.24","658.76","92.93M","-6.19%"
"11-05-2020","709.04","710.47","726.21","707.01","61.92M","0.96%"
"08-05-2020","702.29","694.74","710.43","691.18","77.78M","3.64%"
"07-05-2020","677.63","654.27","680.64","649.77","46.18M","3.16%"
"06-05-2020","656.85","658.31","667.73","649.99","37.37M","0.01%"
"05-05-2020","656.81","653.68","665.06","650.76","41.45M","1.77%"
"04-05-2020","645.36","647.52","658.76","637.38","49.34M","-2.10%"
"30-04-2020","659.21","653.79","672.23","646.64","65.85M","2.74%"
"29-04-2020","641.65","649.72","653.66","638.53","34.61M","-0.08%"
"28-04-2020","642.19","652.02","654.47","626.00","72.41M","-0.11%"
"27-04-2020","642.91","644.82","663.26","639.88","53.98M","0.90%"
"24-04-2020","637.18","607.12","672.23","605.79","124.59M","3.36%"
"23-04-2020","616.45","614.85","623.17","608.53","60.42M","0.53%"
"22-04-2020","613.17","593.56","622.74","584.57","131.70M","10.20%"
"21-04-2020","556.40","544.10","562.98","523.41","56.65M","-0.52%"
"20-04-2020","559.30","551.29","565.23","540.50","33.26M","1.62%"
"17-04-2020","550.39","546.80","553.09","536.30","30.71M","4.79%"
"16-04-2020","525.23","517.05","533.96","514.87","34.57M","1.58%"
"15-04-2020","517.05","538.27","555.79","513.97","32.60M","-3.30%"
"13-04-2020","534.72","541.38","546.35","530.61","21.85M","-2.52%"
"09-04-2020","548.57","545.90","554.35","536.45","30.49M","2.33%"
"08-04-2020","536.07","530.61","552.64","521.61","46.04M","-1.16%"
"07-04-2020","542.34","495.58","545.90","494.63","50.19M","11.94%"
"03-04-2020","484.49","510.12","510.12","474.98","38.18M","-0.28%"
"01-04-2020","485.84","504.64","505.70","469.99","38.39M","-2.99%"
"31-03-2020","500.82","482.92","508.03","471.25","40.88M","8.08%"
"30-03-2020","463.36","467.92","483.30","458.66","27.90M","-3.30%"
"27-03-2020","479.17","492.39","497.92","470.44","38.45M","-0.06%"
"26-03-2020","479.44","492.75","502.23","468.71","42.22M","-1.48%"
"25-03-2020","486.65","433.39","517.81","433.14","67.50M","14.72%"
"24-03-2020","424.22","418.19","436.18","402.81","42.24M","6.71%"
"23-03-2020","397.53","411.98","427.18","393.75","37.54M","-13.15%"
"20-03-2020","457.74","422.46","465.36","418.19","58.48M","10.92%"
"19-03-2020","412.66","413.74","434.83","401.19","56.68M","-5.24%"
"18-03-2020","435.50","461.04","465.81","432.13","41.29M","-3.92%"
"17-03-2020","453.26","470.91","476.65","451.11","41.95M","-0.76%"
"16-03-2020","456.73","476.89","485.51","451.92","35.52M","-8.11%"
"13-03-2020","497.02","448.77","512.62","423.77","67.65M","3.98%"
"12-03-2020","478.00","487.89","495.08","471.57","51.66M","-7.85%"
"11-03-2020","518.71","498.23","529.91","498.23","54.99M","3.53%"
"09-03-2020","501.00","557.61","558.04","492.39","81.40M","-12.34%"
"06-03-2020","571.53","571.08","579.24","558.08","31.14M","-3.06%"
"05-03-2020","589.58","608.04","610.63","587.27","28.16M","-2.13%"
"04-03-2020","602.42","607.95","608.76","588.12","20.40M","-0.24%"
"03-03-2020","603.84","597.92","608.80","594.46","25.29M","2.03%"
"02-03-2020","591.83","609.34","615.59","585.06","27.23M","-0.94%"
"28-02-2020","597.45","609.25","610.20","595.81","36.29M","-4.15%"
"27-02-2020","623.35","624.14","626.75","615.59","23.13M","-0.41%"
"26-02-2020","625.94","634.03","635.09","623.85","27.10M","-1.72%"
"25-02-2020","636.91","652.65","652.65","634.03","25.61M","-1.98%"
"24-02-2020","649.75","660.90","664.16","647.32","19.72M","-2.76%"
"20-02-2020","668.18","673.15","678.10","667.22","15.59M","-1.19%"
"19-02-2020","676.21","665.22","677.40","663.30","13.00M","2.48%"
"18-02-2020","659.84","663.66","663.66","655.34","10.27M","-0.73%"
"17-02-2020","664.72","669.55","677.27","662.94","12.14M","-0.63%"
"14-02-2020","668.92","664.27","675.15","653.41","19.59M","0.91%"
"13-02-2020","662.88","664.50","664.50","657.68","12.52M","0.26%"
"12-02-2020","661.15","654.78","663.19","654.27","12.49M","1.21%"
"11-02-2020","653.25","650.85","659.30","649.79","12.92M","1.19%"
"10-02-2020","645.54","642.12","649.99","634.23","13.98M","0.13%"
"07-02-2020","644.67","652.47","653.07","642.26","11.27M","-1.66%"
"06-02-2020","655.52","653.86","659.66","647.57","14.34M","0.64%"
"05-02-2020","651.34","645.23","653.28","643.16","17.05M","1.55%"
"04-02-2020","641.41","629.53","644.15","628.54","23.43M","2.95%"
"03-02-2020","623.01","616.00","629.51","612.92","28.35M","0.15%"
"01-02-2020","622.05","631.92","641.65","616.54","22.25M","-2.00%"
"31-01-2020","634.77","653.37","653.48","632.77","32.07M","-2.22%"
"30-01-2020","649.21","665.06","665.37","647.52","20.68M","-2.44%"
"29-01-2020","665.44","662.83","671.98","658.34","22.84M","0.55%"
"28-01-2020","661.80","678.37","679.00","658.13","22.64M","-2.31%"
"27-01-2020","677.45","681.20","685.50","676.75","12.36M","-0.99%"
"24-01-2020","684.19","686.64","690.85","682.84","13.50M","-0.35%"
"23-01-2020","686.57","690.91","693.36","683.81","10.38M","-0.42%"
"22-01-2020","689.50","694.29","695.52","688.49","9.53M","-0.03%"
"21-01-2020","689.74","687.36","695.12","684.39","17.47M","0.10%"
"20-01-2020","689.05","723.51","723.51","686.37","30.04M","-3.08%"
"17-01-2020","710.92","698.56","712.70","698.42","27.19M","2.80%"
"16-01-2020","691.54","687.54","693.99","687.09","11.86M","0.92%"
"15-01-2020","685.23","690.62","692.44","682.71","14.60M","-0.36%"
"14-01-2020","687.72","692.49","696.98","684.33","14.60M","-0.93%"
"13-01-2020","694.15","694.76","700.90","691.77","16.87M","-0.26%"
"10-01-2020","695.93","697.84","700.56","692.33","11.52M","-0.02%"
"09-01-2020","696.08","691.86","696.98","688.55","13.83M","2.30%"
"08-01-2020","680.41","681.25","689.99","679.00","14.81M","-0.75%"
"07-01-2020","685.56","683.04","690.01","680.57","15.40M","1.54%"
"06-01-2020","675.18","683.49","687.05","673.60","22.63M","-2.32%"
"03-01-2020","691.21","689.34","693.23","684.84","19.37M","0.12%"
"02-01-2020","690.37","679.90","692.91","679.90","16.35M","1.70%"
"01-01-2020","678.82","682.59","686.69","676.97","12.93M","-0.29%"
"31-12-2019","680.82","693.39","694.15","678.12","20.49M","-1.95%"
"30-12-2019","694.38","695.16","695.93","687.11","15.81M","0.12%"
"27-12-2019","693.54","686.64","695.28","684.08","16.32M","1.78%"
"26-12-2019","681.43","693.23","698.31","679.06","27.47M","-2.01%"
"24-12-2019","695.39","705.48","706.90","693.61","16.66M","-1.59%"
"23-12-2019","706.61","701.53","709.37","700.49","23.17M","-1.73%"
"20-12-2019","719.06","726.21","727.36","717.71","19.63M","-0.67%"
"19-12-2019","723.94","707.64","726.17","706.79","18.93M","2.16%"
"18-12-2019","708.61","702.83","710.47","702.38","13.61M","0.84%"
"17-12-2019","702.69","704.52","710.02","699.48","18.76M","-0.25%"
"16-12-2019","704.45","715.87","716.72","703.44","10.98M","-1.03%"
"13-12-2019","711.78","710.47","714.97","707.06","11.69M","0.94%"
"12-12-2019","705.17","706.09","707.71","699.97","9.53M","0.37%"
"11-12-2019","702.56","699.50","708.00","697.25","11.41M","0.03%"
"10-12-2019","702.36","706.90","707.60","698.85","9.39M","-0.68%"
"09-12-2019","707.15","699.75","709.30","695.41","11.67M","1.14%"
"06-12-2019","699.19","698.33","705.08","692.98","12.08M","0.26%"
"05-12-2019","697.37","707.78","710.36","694.29","18.41M","-0.12%"
"04-12-2019","698.20","707.33","709.35","689.68","19.37M","-1.66%"
"03-12-2019","709.98","716.21","716.77","707.15","11.99M","-0.48%"
"02-12-2019","713.40","719.47","725.97","709.13","28.82M","2.28%"
"29-11-2019","697.50","711.35","711.35","696.02","17.13M","-1.84%"
"28-11-2019","710.61","707.17","712.34","703.26","12.69M","0.67%"
"27-11-2019","705.91","701.46","708.45","699.73","8.90M","0.62%"
"26-11-2019","701.59","705.12","708.83","699.68","32.61M","-0.08%"
"25-11-2019","702.18","697.50","703.64","697.43","13.98M","0.97%"
"22-11-2019","695.41","693.43","705.75","691.41","20.63M","0.58%"
"21-11-2019","691.41","694.74","699.68","687.34","13.75M","-0.65%"
"20-11-2019","695.93","699.25","707.06","693.93","40.19M","2.51%"
"19-11-2019","678.88","659.66","681.20","658.76","27.85M","3.46%"
"18-11-2019","656.15","662.20","668.21","654.45","12.99M","-0.79%"
"15-11-2019","661.39","659.05","668.57","657.93","14.48M","0.55%"
"14-11-2019","657.75","663.71","666.23","654.63","13.16M","-0.65%"
"13-11-2019","662.04","643.02","663.66","643.02","23.28M","3.12%"
"11-11-2019","642.03","647.12","649.43","639.67","10.48M","-1.22%"
"08-11-2019","649.99","651.57","656.36","648.11","11.09M","-0.90%"
"07-11-2019","655.88","645.27","657.86","644.01","13.00M","1.65%"
"06-11-2019","645.23","648.73","650.42","642.35","13.50M","-0.86%"
"05-11-2019","650.80","657.91","660.54","647.97","11.71M","-0.71%"
"04-11-2019","655.46","659.17","661.46","649.81","12.98M","0.05%"
"01-11-2019","655.12","654.27","657.32","647.97","12.83M","-0.51%"
"31-10-2019","658.47","667.31","669.85","657.28","17.97M","-1.00%"
"30-10-2019","665.10","665.51","667.55","656.65","15.08M","0.82%"
"29-10-2019","659.68","649.99","665.51","648.46","23.78M","2.29%"
"27-10-2019","644.94","647.97","649.77","643.02","2.78M","0.21%"
"25-10-2019","643.56","648.02","648.17","634.59","12.50M","-0.37%"
"24-10-2019","645.92","629.98","648.15","623.49","20.90M","3.16%"
"23-10-2019","626.12","636.86","641.20","621.96","17.03M","-1.54%"
"22-10-2019","635.90","640.78","646.10","631.04","25.65M","-0.16%"
"18-10-2019","636.89","631.33","642.08","628.95","25.96M","1.42%"
"17-10-2019","627.96","618.29","629.08","616.94","14.80M","1.76%"
"16-10-2019","617.10","616.00","620.38","613.21","17.91M","0.60%"
"15-10-2019","613.41","612.67","616.04","608.98","8.93M","0.45%"
"14-10-2019","610.65","613.77","613.77","607.43","12.36M","0.40%"
"11-10-2019","608.22","613.21","614.07","601.00","15.32M","-0.74%"
"10-10-2019","612.78","595.81","615.59","594.01","32.31M","2.87%"
"09-10-2019","595.70","588.48","598.03","581.19","16.23M","1.12%"
"07-10-2019","589.11","588.21","593.92","585.33","9.29M","0.15%"
"04-10-2019","588.21","593.52","597.43","586.30","13.84M","-0.23%"
"03-10-2019","589.54","578.27","591.18","576.16","12.48M","0.47%"
"01-10-2019","586.77","601.20","603.45","581.55","16.54M","-2.05%"
"30-09-2019","599.07","589.06","600.64","587.06","23.32M","1.77%"
"27-09-2019","588.64","581.19","591.31","577.37","17.59M","0.94%"
"26-09-2019","583.13","580.97","584.03","577.15","16.94M","1.35%"
"25-09-2019","575.37","577.37","582.32","570.56","16.79M","0.07%"
"24-09-2019","574.99","559.21","584.03","558.82","32.27M","3.19%"
"23-09-2019","557.23","572.94","576.02","555.34","19.95M","-1.21%"
"20-09-2019","564.04","534.18","571.03","528.04","44.46M","6.39%"
"19-09-2019","530.18","543.13","543.96","527.30","12.71M","-2.21%"
"18-09-2019","542.16","541.83","546.93","538.34","13.78M","0.69%"
"17-09-2019","538.45","544.55","544.55","536.68","14.44M","-1.10%"
"16-09-2019","544.43","534.65","548.19","533.35","18.97M","-1.21%"
"13-09-2019","551.11","545.00","552.42","542.70","11.95M","1.26%"
"12-09-2019","544.25","555.34","557.79","542.16","10.97M","-1.95%"
"11-09-2019","555.07","549.72","557.59","549.72","11.19M","1.00%"
"09-09-2019","549.58","548.89","554.44","545.51","10.84M","-0.03%"
"06-09-2019","549.72","540.95","552.64","537.46","21.40M","1.99%"
"05-09-2019","538.97","542.66","545.54","536.59","21.22M","-0.21%"
"04-09-2019","540.12","539.85","541.96","533.33","30.41M","-0.44%"
"03-09-2019","542.48","558.60","558.94","539.60","17.29M","-3.38%"
"30-08-2019","561.43","560.06","564.06","549.04","22.83M","0.55%"
"29-08-2019","558.37","564.98","566.69","555.47","17.44M","-1.71%"
"28-08-2019","568.06","572.76","576.02","564.80","10.71M","-0.91%"
"27-08-2019","573.26","577.82","577.82","567.12","26.21M","0.64%"
"26-08-2019","569.64","581.87","581.87","566.13","17.72M","-0.71%"
"23-08-2019","573.71","557.14","577.37","551.52","19.67M","2.33%"
"22-08-2019","560.62","571.50","571.53","557.09","12.95M","-1.90%"
"21-08-2019","571.50","573.62","574.97","569.50","9.86M","-0.39%"
"20-08-2019","573.75","579.98","581.24","572.25","13.82M","-1.29%"
"19-08-2019","581.24","576.05","583.13","575.57","15.06M","1.14%"
"16-08-2019","574.67","580.61","580.88","572.43","20.29M","-0.80%"
"14-08-2019","579.28","586.37","586.57","575.73","29.25M","1.06%"
"13-08-2019","573.21","554.51","585.83","551.29","96.76M","9.69%"
"09-08-2019","522.56","522.45","528.58","518.15","20.28M","0.85%"
"08-08-2019","518.17","498.39","520.71","492.52","28.80M","3.87%"
"07-08-2019","498.86","506.55","511.97","496.03","23.40M","-1.68%"
"06-08-2019","507.36","510.26","516.94","504.53","26.83M","-1.32%"
"05-08-2019","514.13","524.76","524.76","507.22","28.06M","-3.46%"
"02-08-2019","532.56","528.67","538.81","522.56","21.94M","0.35%"
"01-08-2019","530.72","523.14","534.29","517.27","20.89M","1.20%"
"31-07-2019","524.42","528.70","532.86","522.69","19.60M","-1.24%"
"30-07-2019","531.01","545.87","548.59","528.79","19.25M","-2.48%"
"29-07-2019","544.52","547.20","549.49","541.89","16.27M","-0.24%"
"26-07-2019","545.81","553.77","558.71","544.10","18.82M","-1.44%"
"25-07-2019","553.77","568.38","570.65","551.74","20.13M","-2.19%"
"24-07-2019","566.18","572.65","575.03","563.68","14.02M","-1.13%"
"23-07-2019","572.67","577.82","581.82","566.76","18.75M","-0.54%"
"22-07-2019","575.80","562.53","577.60","551.88","26.85M","2.52%"
"19-07-2019","561.63","570.27","572.40","558.80","15.08M","-1.02%"
"18-07-2019","567.41","576.47","578.45","565.68","11.02M","-1.56%"
"17-07-2019","576.41","582.00","583.22","575.57","8.75M","-0.86%"
"16-07-2019","581.42","575.55","582.27","574.25","9.30M","1.32%"
"15-07-2019","573.82","577.82","579.85","571.23","9.84M","-0.34%"
"12-07-2019","575.80","576.92","584.57","574.70","14.48M","-0.08%"
"11-07-2019","576.27","578.72","579.98","575.26","7.95M","0.21%"
"10-07-2019","575.06","575.60","579.78","570.49","11.09M","-0.10%"
"09-07-2019","575.62","561.61","577.15","560.06","16.19M","2.24%"
"08-07-2019","563.01","565.68","570.22","561.27","12.93M","-0.89%"
"05-07-2019","568.09","577.87","580.30","566.58","10.09M","-1.61%"
"04-07-2019","577.37","576.20","580.52","575.57","8.63M","0.11%"
"03-07-2019","576.72","576.88","578.50","573.35","8.13M","0.32%"
"02-07-2019","574.90","572.85","576.02","568.06","9.37M","0.76%"
"01-07-2019","570.56","565.70","572.27","560.49","12.44M","1.26%"
"28-06-2019","563.48","574.27","576.86","561.48","17.48M","-1.65%"
"27-06-2019","572.94","581.49","583.17","571.53","22.99M","-1.55%"
"26-06-2019","581.94","580.52","586.64","578.43","10.70M","-0.13%"
"25-06-2019","582.70","566.09","583.67","563.99","13.81M","2.65%"
"24-06-2019","567.66","572.04","573.98","565.28","10.40M","-1.34%"
"21-06-2019","575.35","582.75","582.77","573.57","21.45M","-1.33%"
"20-06-2019","583.11","575.57","584.57","574.67","9.92M","1.52%"
"19-06-2019","574.38","578.68","585.47","567.75","13.38M","-0.28%"
"18-06-2019","576.02","575.08","579.15","570.67","15.50M","-0.10%"
"17-06-2019","576.61","593.56","593.56","574.90","13.76M","-2.68%"
"14-06-2019","592.46","594.41","595.81","588.79","13.79M","-0.73%"
"13-06-2019","596.82","598.06","600.17","588.46","14.48M","-0.37%"
"12-06-2019","599.02","600.17","601.83","595.81","9.50M","0.22%"
"11-06-2019","597.68","594.39","600.08","592.66","10.61M","0.76%"
"10-06-2019","593.18","593.97","596.71","589.11","10.86M","0.32%"
"07-06-2019","591.27","596.24","596.82","587.09","13.59M","-0.94%"
"06-06-2019","596.87","612.40","612.40","594.06","15.47M","-1.80%"
"04-06-2019","607.79","610.40","617.96","606.20","14.25M","-0.63%"
"03-06-2019","611.64","600.31","614.81","594.10","17.13M","2.26%"
"31-05-2019","598.12","601.61","603.41","593.65","23.74M","0.03%"
"30-05-2019","597.94","591.87","603.45","591.87","21.69M","1.27%"
"29-05-2019","590.44","594.01","599.54","586.43","14.36M","-0.81%"
"28-05-2019","595.25","593.47","600.22","590.57","39.31M","1.00%"
"27-05-2019","589.36","601.25","601.43","587.71","14.84M","-1.96%"
"24-05-2019","601.14","606.15","608.76","591.99","20.55M","0.22%"
"23-05-2019","599.81","616.94","625.94","595.81","35.78M","-0.48%"
"22-05-2019","602.73","605.09","611.41","600.35","22.79M","0.04%"
"21-05-2019","602.46","599.05","614.69","598.08","28.01M","1.05%"
"20-05-2019","596.21","590.68","601.52","586.14","24.90M","4.61%"
"17-05-2019","569.91","569.73","574.20","562.98","15.95M","0.16%"
"16-05-2019","568.99","566.56","571.93","565.73","13.34M","0.67%"
"15-05-2019","565.19","572.43","574.67","562.35","22.54M","-0.28%"
"14-05-2019","566.78","556.01","570.78","553.77","26.25M","2.31%"
"13-05-2019","554.01","561.14","566.94","551.97","16.25M","-1.53%"
"10-05-2019","562.60","568.83","574.54","559.84","22.67M","-0.42%"
"09-05-2019","564.98","579.53","579.53","562.87","39.38M","-3.31%"
"08-05-2019","584.32","602.55","602.55","581.06","29.50M","-3.28%"
"07-05-2019","604.13","627.20","627.29","602.64","17.92M","-2.99%"
"06-05-2019","622.74","628.63","630.79","619.69","14.61M","-1.70%"
"03-05-2019","633.51","633.11","637.40","630.73","13.14M","0.27%"
"02-05-2019","631.80","625.94","635.78","621.48","17.53M","0.88%"
"30-04-2019","626.30","627.92","627.92","614.60","20.63M","0.00%"
"26-04-2019","626.30","618.29","627.71","616.36","13.91M","1.49%"
"25-04-2019","617.12","624.63","635.11","612.72","28.12M","-1.23%"
"24-04-2019","624.81","616.18","627.20","614.36","14.86M","1.88%"
"23-04-2019","613.28","606.15","617.39","605.25","18.28M","1.38%"
"22-04-2019","604.96","611.55","614.69","603.14","21.79M","-2.93%"
"18-04-2019","623.22","618.29","624.92","613.80","36.26M","3.14%"
"16-04-2019","604.24","604.80","611.55","602.55","16.02M","0.27%"
"15-04-2019","602.62","604.80","606.58","600.31","8.57M","-0.22%"
"12-04-2019","603.95","607.05","610.15","601.05","11.95M","-0.27%"
"11-04-2019","605.61","599.38","608.40","597.61","11.59M","1.16%"
