Date,Price,Open,High,Low,Vol.,Change %,Target
2016-08-11,228.0,225.27,229.97,224.74,13080000.0,1.04,1
2016-08-12,232.88,228.66,234.48,228.66,15110000.0,2.14,0
2016-08-16,230.43,232.98,234.91,228.32,12340000.0,-1.05,0
2016-08-17,227.82,230.25,231.31,226.45,14290000.0,-1.13,1
2016-08-18,228.89,228.43,230.15,228.43,7150000.0,0.47,0
2016-08-19,228.18,228.88,229.78,226.43,7550000.0,-0.31,0
2016-08-22,227.5,227.53,229.26,226.45,6170000.0,-0.3,0
2016-08-23,227.18,227.53,228.21,225.96,6760000.0,-0.14,1
2016-08-24,229.44,227.46,229.77,227.31,8050000.000000001,0.99,0
2016-08-25,227.69,229.6,231.35,226.86,13810000.0,-0.76,1
2016-08-26,231.11,228.86,231.76,228.12,8900000.0,1.5,1
2016-08-29,237.75,230.96,238.27,230.7,14950000.0,2.87,1
2016-08-30,239.76,238.77,240.23,236.75,16770000.0,0.85,0
2016-08-31,238.32,239.43,241.47,235.4,21500000.0,-0.6,0
2016-09-01,231.4,236.75,241.19,230.61,39340000.0,-2.9,0
2016-09-02,227.84,231.83,232.15,225.35,25960000.0,-1.54,1
2016-09-06,229.31,229.31,230.45,228.21,10620000.0,0.65,0
2016-09-07,228.8,229.78,230.92,227.77,11930000.0,-0.22,1
2016-09-08,232.34,230.02,232.92,229.38,11270000.0,1.55,1
2016-09-09,234.85,232.7,236.05,231.58,14090000.0,1.08,1
2016-09-12,235.29,231.67,237.42,231.39,31090000.0,0.19,0
2016-09-14,234.89,235.63,238.1,234.03,17170000.0,-0.17,1
2016-09-15,239.45,235.4,240.62,235.4,28960000.0,1.94,1
2016-09-16,241.82,239.9,245.93,238.12,36300000.0,0.99,1
2016-09-19,243.36,241.15,244.62,240.8,15390000.0,0.64,0
2016-09-20,241.52,243.72,243.89,240.36,10640000.0,-0.76,0
2016-09-21,241.08,241.47,243.92,240.35,10100000.0,-0.18,1
2016-09-22,244.83,243.49,246.37,242.6,17320000.0,1.56,1
2016-09-23,247.95,244.84,249.44,244.84,28690000.0,1.27,1
2016-09-26,248.94,248.08,253.96,247.37,35270000.0,0.4,1
2016-09-27,249.68,251.14,253.15,248.8,17880000.0,0.3,0
2016-09-28,245.21,249.09,249.12,244.24,22910000.0,-1.79,0
2016-09-29,241.12,246.19,249.73,239.99,19620000.0,-1.67,1
2016-09-30,243.65,240.12,246.09,239.74,10340000.0,1.05,1
2016-10-03,245.23,244.39,249.1,241.98,16730000.0,0.65,1
2016-10-04,246.5,245.75,249.18,245.52,12100000.0,0.52,0
2016-10-05,244.93,248.22,248.78,244.12,9960000.0,-0.64,1
2016-10-06,249.75,245.52,253.22,245.52,19490000.0,1.97,0
2016-10-07,249.34,250.46,252.5,248.78,14100000.0,-0.16,0
2016-10-10,246.5,250.46,252.26,245.97,10660000.0,-1.14,0
2016-10-13,237.68,244.84,244.85,236.52,20250000.0,-3.58,1
2016-10-14,242.29,239.0,243.27,238.69,14090000.0,1.94,0
2016-10-17,238.47,242.82,243.0,238.04,9070000.0,-1.58,1
2016-10-18,243.07,239.67,243.44,238.78,10220000.0,1.93,1
2016-10-19,244.47,243.82,246.13,243.14,15760000.0,0.58,1
2016-10-20,244.52,245.96,246.87,243.73,9350000.0,0.02,0
2016-10-21,239.27,246.64,246.64,237.96,40250000.0,-2.15,0
2016-10-24,239.07,240.57,241.47,238.47,9700000.0,-0.08,0
2016-10-25,238.51,239.45,239.5,237.02,7070000.0,-0.23,0
2016-10-26,236.99,237.44,238.2,236.55,10100000.0,-0.64,0
2016-10-27,235.78,236.32,236.95,234.59,11850000.0,-0.51,1
2016-10-28,237.19,236.08,237.87,234.68,7500000.0,0.6,0
2016-10-30,236.35,238.04,238.04,235.24,1460000.0,-0.35,0
2016-11-01,236.3,236.37,237.41,235.49,9440000.0,-0.02,0
2016-11-02,230.17,234.05,234.47,229.56,6500000.0,-2.59,1
2016-11-03,230.22,230.2,232.65,229.47,6750000.0,0.02,0
2016-11-04,226.08,229.39,230.88,224.83,10650000.0,-1.8,0
2016-11-07,225.09,227.98,228.55,224.62,8770000.0,-0.44,1
2016-11-08,225.62,226.12,226.12,224.45,12400000.0,0.24,1
2016-11-09,225.87,213.59,226.86,209.1,19970000.0,0.11,1
2016-11-10,227.17,229.02,231.34,226.41,9010000.0,0.58,0
2016-11-11,225.23,224.35,228.77,223.73,13640000.0,-0.85,0
2016-11-15,221.55,224.05,224.83,220.24,13370000.0,-1.63,1
2016-11-16,221.81,223.71,224.11,220.49,15280000.0,0.12,0
2016-11-17,219.83,221.69,224.42,219.08,11660000.0,-0.89,1
2016-11-18,222.02,221.46,223.19,220.79,16770000.0,1.0,1
2016-11-21,222.92,222.03,223.38,221.06,12210000.0,0.41,1
2016-11-22,225.16,224.32,226.59,223.33,16290000.0,1.0,1
2016-11-23,226.86,225.96,227.19,224.73,12100000.0,0.76,0
2016-11-24,221.99,226.08,226.08,220.83,17460000.0,-2.15,1
2016-11-25,223.42,222.59,223.91,221.31,9650000.0,0.64,0
2016-11-28,221.83,223.26,224.97,221.26,7670000.0,-0.71,1
2016-11-29,224.32,222.36,225.8,222.15,9120000.0,1.12,0
2016-11-30,222.6,224.82,224.82,221.83,25470000.0,-0.77,1
2016-12-01,224.33,224.83,228.21,223.71,11660000.0,0.78,0
2016-12-02,223.65,223.91,225.96,222.99,11520000.0,-0.3,0
2016-12-05,223.45,223.71,224.77,221.8,3680000.0,-0.09,1
2016-12-06,226.0,223.93,226.31,223.62,6210000.0,1.14,0
2016-12-07,224.64,225.73,226.54,224.01,4550000.0,-0.6,1
2016-12-08,229.34,225.97,229.73,225.81,8080000.0,2.09,1
2016-12-09,231.34,229.78,231.99,229.4,7600000.0,0.87,0
2016-12-12,230.95,229.44,234.21,229.44,8330000.0,-0.17,1
2016-12-13,233.78,231.13,234.05,231.03,9570000.0,1.23,1
2016-12-14,238.21,233.78,239.32,233.42,22280000.0,1.89,0
2016-12-15,236.74,236.61,240.03,235.77,17840000.0,-0.62,1
2016-12-16,237.68,236.52,238.77,236.52,13790000.0,0.4,1
2016-12-19,238.9,237.2,239.89,237.05,13850000.0,0.51,0
2016-12-20,237.85,237.13,238.55,236.78,10790000.0,-0.44,1
2016-12-21,239.05,238.35,239.96,237.69,18800000.0,0.5,0
2016-12-22,236.83,237.87,238.92,236.29,26670000.0,-0.93,1
2016-12-23,237.72,236.52,240.34,236.52,9470000.0,0.38,0
2016-12-26,235.5,237.05,239.67,234.87,14140000.0,-0.93,1
2016-12-27,239.38,235.59,239.92,235.4,16100000.000000002,1.65,0
2016-12-28,236.01,240.1,240.47,235.42,8900000.0,-1.41,1
2016-12-29,239.55,236.08,240.3,235.96,8100000.0,1.5,1
2016-12-30,243.36,239.4,243.94,239.02,14500000.0,1.59,1
2017-01-02,243.97,243.72,245.07,241.1,6550000.0,0.25,1
2017-01-03,244.93,245.03,246.64,243.07,5940000.0,0.39,0
2017-01-04,239.93,245.72,245.74,239.29,9590000.0,-2.04,1
2017-01-05,242.24,240.8,242.8,240.29,8060000.000000001,0.96,0
2017-01-06,241.68,241.52,243.94,241.27,7240000.0,-0.23,1
2017-01-09,242.3,242.15,244.17,240.8,4830000.0,0.26,1
2017-01-10,245.03,242.82,246.06,242.82,10480000.0,1.13,0
2017-01-11,244.18,246.19,246.35,243.72,10590000.0,-0.35,0
2017-01-12,243.56,244.39,245.15,242.78,4040000.0,-0.25,1
2017-01-13,245.16,243.84,246.75,243.84,6680000.0,0.66,0
2017-01-16,241.98,245.06,245.96,241.46,11090000.0,-1.3,0
2017-01-17,234.11,239.45,240.12,233.49,36210000.0,-3.25,0
2017-01-18,232.15,234.41,235.63,231.3,14650000.0,-0.84,1
2017-01-19,232.41,232.74,235.02,231.8,14110000.0,0.11,0
2017-01-20,230.63,232.47,233.25,230.21,8109999.999999999,-0.77,0
2017-01-23,228.41,229.73,231.8,227.71,12650000.0,-0.96,1
2017-01-24,230.97,228.66,231.31,228.66,8690000.0,1.12,0
2017-01-25,228.72,232.03,232.19,228.46,22020000.0,-0.97,1
2017-01-27,230.48,229.39,231.33,229.11,20180000.0,0.77,1
2017-01-30,234.91,230.44,235.28,230.41,14470000.0,1.92,1
2017-01-31,235.0,235.37,236.93,233.89,13960000.0,0.04,1
2017-02-01,236.0,235.2,236.28,232.75,10440000.0,0.43,0
2017-02-02,234.61,236.08,236.26,233.43,8400000.0,-0.59,0
2017-02-03,232.4,235.18,236.18,231.6,12200000.0,-0.94,1
2017-02-06,234.2,233.15,234.93,232.04,9220000.0,0.77,0
2017-02-07,231.78,234.28,234.36,230.95,9140000.0,-1.03,0
2017-02-08,230.49,231.78,233.43,229.78,14980000.0,-0.56,1
2017-02-09,232.2,231.13,232.48,230.86,9100000.0,0.74,0
2017-02-10,231.61,232.7,232.83,230.58,11550000.0,-0.25,0
2017-02-13,231.54,232.25,232.48,229.78,7910000.0,-0.03,1
2017-02-14,236.03,232.7,236.73,231.56,16840000.0,1.94,1
2017-02-15,236.37,236.73,237.76,235.01,14060000.0,0.14,1
2017-02-16,240.01,236.65,240.45,236.65,18140000.0,1.54,1
2017-02-17,241.81,239.78,242.42,237.98,13700000.0,0.75,0
2017-02-20,241.79,240.7,242.56,239.78,10750000.0,-0.01,1
2017-02-21,244.66,241.74,245.28,241.26,13090000.0,1.19,1
2017-02-22,271.49,245.74,272.42,245.52,117520000.0,10.97,0
2017-02-23,265.92,272.86,274.75,265.16,57460000.0,-2.05,1
2017-02-27,278.55,267.66,282.57,267.63,77000000.0,4.75,0
2017-02-28,278.36,276.99,280.59,276.21,33330000.0,-0.07,0
2017-03-01,277.56,278.82,279.78,276.55,22510000.0,-0.29,1
2017-03-02,278.06,278.32,282.1,275.88,16670000.000000002,0.18,1
2017-03-03,282.96,279.14,289.54,279.14,77810000.0,1.76,1
2017-03-06,293.49,285.31,294.98,284.47,61590000.0,3.72,0
2017-03-07,293.4,296.52,298.35,291.42,38830000.0,-0.03,0
2017-03-08,290.31,294.01,294.01,289.16,40000000.0,-1.05,0
2017-03-09,289.3,290.04,291.83,288.12,28700000.0,-0.35,0
2017-03-10,288.16,290.09,291.38,283.56,22880000.0,-0.39,1
2017-03-14,289.92,296.5,296.56,288.97,25630000.0,0.61,1
2017-03-15,293.4,290.27,295.95,290.13,22250000.0,1.2,0
2017-03-16,291.76,294.53,294.62,290.84,14700000.0,-0.56,1
2017-03-17,292.44,294.08,296.77,291.85,20980000.0,0.23,0
2017-03-20,287.97,293.63,293.69,287.42,11880000.0,-1.53,0
2017-03-21,284.14,288.28,288.66,283.13,20860000.0,-1.33,0
2017-03-22,283.22,281.49,284.62,280.27,18730000.0,-0.32,1
2017-03-23,286.28,284.0,287.24,282.84,10900000.0,1.08,1
2017-03-24,289.3,286.46,290.48,285.19,15030000.0,1.05,0
2017-03-27,281.29,285.79,287.51,280.41,29950000.0,-2.77,0
2017-03-28,280.09,282.84,284.19,279.27,20040000.0,-0.43,1
2017-03-29,282.54,281.42,283.29,277.3,17470000.0,0.87,1
2017-03-30,285.68,282.17,286.61,281.72,25720000.0,1.11,1
2017-03-31,296.98,284.64,300.75,284.64,41900000.0,3.96,1
2017-04-03,309.07,301.73,310.38,300.61,41430000.0,4.07,1
2017-04-05,318.14,313.69,318.81,310.29,37220000.0,2.93,1
2017-04-06,323.42,316.79,325.76,315.26,46720000.0,1.66,0
2017-04-07,316.25,319.56,322.41,315.34,29420000.0,-2.22,0
2017-04-10,310.57,317.02,320.37,309.66,28400000.0,-1.8,0
2017-04-11,308.55,312.04,314.87,308.04,29770000.0,-0.65,0
2017-04-12,304.42,310.9,311.72,303.78,25330000.0,-1.34,1
2017-04-13,306.85,304.42,308.79,302.93,11730000.0,0.8,1
2017-04-17,312.93,306.9,313.77,306.9,10930000.0,1.98,0
2017-04-18,308.07,314.76,317.02,307.35,14780000.0,-1.55,0
2017-04-19,307.75,307.8,310.84,305.22,10680000.0,-0.1,1
2017-04-20,307.92,310.05,311.8,306.7,7750000.0,0.06,1
2017-04-21,315.33,310.38,319.49,309.94,27900000.0,2.41,1
2017-04-24,318.68,316.8,322.64,314.81,23550000.0,1.06,1
2017-04-25,322.14,328.26,330.0,320.64,33930000.0,1.09,0
2017-04-26,318.47,322.64,323.77,315.35,15470000.0,-1.14,0
2017-04-27,316.9,318.59,320.2,315.26,11600000.0,-0.49,0
2017-04-28,313.69,316.96,319.33,312.74,10940000.0,-1.01,0
2017-05-02,308.15,315.22,315.22,307.19,17160000.0,-1.77,0
2017-05-03,308.04,309.57,310.44,306.9,8770000.0,-0.04,0
2017-05-04,305.31,309.15,310.18,304.44,13260000.0,-0.89,0
2017-05-05,298.64,306.13,307.43,297.9,14400000.0,-2.18,0
2017-05-08,297.1,299.03,301.16,296.41,14830000.0,-0.52,1
2017-05-09,299.11,297.68,299.85,296.84,19480000.0,0.68,1
2017-05-10,305.57,300.11,306.58,299.17,21140000.0,2.16,1
2017-05-11,305.67,306.7,307.97,303.9,12720000.0,0.03,0
2017-05-12,303.63,305.78,306.67,302.19,6940000.0,-0.67,0
2017-05-15,302.2,304.96,304.96,299.82,6220000.0,-0.47,1
2017-05-16,304.94,302.64,309.57,301.5,11680000.0,0.91,0
2017-05-17,304.22,304.2,307.11,303.02,9090000.0,-0.24,0
2017-05-18,298.43,301.33,303.53,297.7,9040000.0,-1.9,0
2017-05-19,296.52,299.7,300.31,294.53,11830000.0,-0.64,1
2017-05-22,297.71,298.24,299.84,295.7,8119999.999999999,0.4,0
2017-05-23,293.53,298.06,298.99,292.73,8510000.0,-1.4,0
2017-05-24,291.77,293.97,295.36,291.18,13220000.0,-0.6,1
2017-05-25,292.83,292.28,295.07,291.49,23930000.0,0.36,1
2017-05-26,300.67,293.17,302.27,292.28,19780000.0,2.68,1
2017-05-29,305.08,300.6,307.0,300.29,22170000.0,1.47,1
2017-05-30,305.63,304.85,306.83,303.19,8910000.0,0.18,0
2017-05-31,301.43,307.35,307.56,300.33,15160000.0,-1.37,0
2017-06-01,298.64,299.64,301.28,297.45,8800000.0,-0.93,0
2017-06-02,297.85,300.15,300.98,296.11,10610000.0,-0.26,1
2017-06-05,298.88,298.19,301.5,295.85,10000000.0,0.35,0
2017-06-06,295.16,299.92,299.92,294.76,8850000.0,-1.24,1
2017-06-07,301.05,294.8,301.73,294.31,10340000.0,2.0,0
2017-06-08,299.41,301.28,302.36,298.59,7290000.0,-0.54,1
2017-06-09,300.31,302.42,304.19,299.25,12770000.0,0.3,0
2017-06-12,296.66,298.25,298.97,296.11,7780000.0,-1.22,0
2017-06-13,295.51,296.92,298.35,294.76,5560000.0,-0.39,1
2017-06-14,305.21,295.86,305.77,295.86,48860000.0,3.28,1
2017-06-15,311.16,305.77,313.64,305.57,26110000.0,1.95,1
2017-06-16,312.25,312.32,313.82,307.86,30190000.0,0.35,1
2017-06-19,316.85,312.56,318.32,312.56,14060000.0,1.47,1
2017-06-20,317.54,316.79,319.74,316.44,9360000.0,0.22,1
2017-06-21,319.71,316.52,321.06,315.72,18450000.0,0.68,1
2017-06-22,322.11,321.39,324.97,320.99,20420000.0,0.75,1
2017-06-23,322.83,322.86,324.21,321.65,28750000.0,0.22,1
2017-06-27,323.12,321.96,324.43,320.39,30080000.0,0.09,0
2017-06-28,314.43,323.75,323.75,313.77,14370000.0,-2.69,0
2017-06-29,313.13,314.77,317.02,312.54,11910000.0,-0.41,0
2017-06-30,310.27,312.97,313.06,309.16,7210000.0,-0.91,1
2017-07-03,310.51,312.11,313.58,308.25,8490000.0,0.08,1
2017-07-04,319.7,312.52,320.86,312.29,17370000.0,2.96,1
2017-07-05,324.36,321.39,325.44,320.16,25110000.0,1.46,0
2017-07-06,324.33,325.72,326.01,323.31,12540000.0,-0.01,1
2017-07-07,335.26,324.43,336.74,323.76,33090000.000000004,3.37,1
2017-07-10,335.64,344.0,348.49,334.8,3290000.0,0.11,1
2017-07-11,335.98,337.48,338.24,334.33,19380000.0,0.1,1
2017-07-12,339.75,337.12,342.87,336.69,15790000.0,1.12,1
2017-07-13,342.22,339.22,342.87,338.63,21240000.0,0.73,1
2017-07-14,344.84,341.75,345.34,340.75,18950000.0,0.77,1
2017-07-17,348.89,345.57,350.65,345.57,17310000.0,1.17,0
2017-07-18,341.72,347.77,348.9,339.72,18130000.0,-2.06,1
2017-07-19,344.66,340.08,345.79,340.08,10880000.0,0.86,0
2017-07-20,343.75,346.19,348.49,342.58,12580000.0,-0.26,1
2017-07-21,356.36,348.49,357.87,347.36,89660000.0,3.67,1
2017-07-24,363.16,359.73,365.33,356.36,40090000.0,1.91,0
2017-07-25,360.22,365.29,365.34,359.19,18520000.0,-0.81,1
2017-07-26,364.85,360.68,366.46,359.98,20260000.0,1.29,0
2017-07-27,358.56,366.03,366.82,357.11,16990000.0,-1.72,0
2017-07-28,358.49,357.77,361.07,354.79,13230000.0,-0.02,1
2017-07-31,363.15,360.17,363.96,358.83,15290000.0,1.3,0
2017-08-01,360.54,364.85,364.85,357.82,11360000.0,-0.72,1
2017-08-02,366.3,361.98,367.76,361.55,19190000.0,1.6,1
2017-08-03,371.0,365.77,374.33,363.57,18190000.0,1.28,0
2017-08-04,364.71,373.9,373.9,363.13,17150000.0,-1.7,0
2017-08-07,363.41,366.84,366.84,362.56,8800000.0,-0.36,0
2017-08-08,360.31,363.78,364.47,356.77,10120000.0,-0.85,0
2017-08-09,359.46,360.07,364.23,356.36,9630000.0,-0.24,0
2017-08-10,356.22,358.17,361.23,354.78,9400000.0,-0.9,0
2017-08-11,347.65,348.71,355.24,344.67,15690000.0,-2.41,1
2017-08-14,353.67,350.97,356.25,350.97,12410000.0,1.73,0
2017-08-16,352.11,353.44,354.34,348.54,12530000.0,-0.44,1
2017-08-17,352.34,352.76,359.21,351.0,14610000.0,0.07,1
2017-08-18,354.2,351.64,354.74,349.2,7320000.0,0.53,0
2017-08-21,351.73,354.56,356.17,350.8,6990000.0,-0.7,0
2017-08-22,350.75,353.44,355.21,349.85,8800000.0,-0.28,1
2017-08-23,355.7,351.83,356.71,349.2,7680000.0,1.41,0
2017-08-24,352.55,357.49,358.18,351.75,11680000.0,-0.89,0
2017-08-28,352.21,355.02,355.68,351.01,11370000.0,-0.1,0
2017-08-29,344.48,351.16,352.43,344.0,14000000.0,-2.19,1
2017-08-30,351.66,347.94,352.72,346.52,9540000.0,2.08,1
2017-08-31,358.5,354.11,359.16,353.89,23170000.0,1.95,1
2017-09-01,362.0,359.7,363.47,359.51,14240000.0,0.98,1
2017-09-04,362.74,363.22,367.86,358.8,19900000.0,0.2,1
2017-09-05,367.06,366.48,367.57,364.47,23280000.0,1.19,1
2017-09-06,369.94,365.67,371.54,364.86,44990000.0,0.78,0
2017-09-07,367.87,370.08,374.35,366.48,14960000.0,-0.56,0
2017-09-08,367.33,368.73,370.19,365.17,12230000.0,-0.15,1
2017-09-11,367.78,369.31,371.81,367.18,11710000.0,0.12,1
2017-09-12,370.41,369.96,370.98,367.38,6000000.0,0.72,1
2017-09-13,381.77,370.53,386.67,369.63,27120000.0,3.07,0
2017-09-14,379.45,384.83,387.39,378.62,10950000.0,-0.61,0
2017-09-15,378.53,378.62,383.5,375.36,26390000.0,-0.24,1
2017-09-18,380.22,382.22,382.69,379.11,4670000.0,0.45,0
2017-09-19,377.09,381.63,381.65,376.37,7120000.0,-0.82,1
2017-09-20,380.94,384.96,392.33,380.01,23020000.0,1.02,0
2017-09-21,378.33,380.87,382.98,376.03,11950000.0,-0.69,0
2017-09-22,367.56,377.68,377.68,365.67,11350000.0,-2.85,1
2017-09-25,369.42,366.48,372.3,362.07,13130000.0,0.51,0
2017-09-26,368.77,369.49,371.9,365.22,9750000.0,-0.18,0
2017-09-27,359.35,371.25,371.29,357.71,17030000.0,-2.55,0
2017-09-28,353.64,359.58,361.04,350.83,27270000.0,-1.59,0
2017-09-29,351.15,356.02,356.77,350.34,15380000.0,-0.7,1
2017-10-03,358.99,357.49,361.46,353.15,16930000.0,2.23,1
2017-10-04,368.21,359.37,370.95,357.76,17450000.0,2.57,1
2017-10-05,370.59,370.98,372.53,368.12,9810000.0,0.65,1
2017-10-06,376.39,370.53,377.43,369.9,12000000.0,1.57,0
2017-10-09,373.52,377.27,377.63,372.32,8170000.0,-0.76,1
2017-10-10,379.16,373.67,381.0,373.67,13600000.0,1.51,0
2017-10-11,377.79,380.1,385.99,375.92,14230000.0,-0.36,1
2017-10-12,392.45,378.66,394.27,378.66,17210000.0,3.88,1
2017-10-13,394.11,395.39,400.52,392.72,19850000.0,0.42,1
2017-10-16,394.27,395.26,401.1,387.3,29540000.0,0.04,0
2017-10-17,393.17,394.81,397.51,389.95,12830000.0,-0.28,1
2017-10-18,411.22,394.54,412.75,393.46,33850000.0,4.59,0
2017-10-19,409.15,411.81,414.55,406.05,7400000.0,-0.5,1
2017-10-23,422.57,410.5,424.8,408.79,25340000.0,3.28,0
2017-10-24,420.1,426.15,426.15,417.38,12790000.0,-0.58,1
2017-10-25,422.64,422.73,425.34,417.97,9240000.0,0.6,1
2017-10-26,426.01,422.69,430.69,418.64,15540000.0,0.8,0
2017-10-27,418.12,427.18,430.2,416.26,10610000.0,-1.85,1
2017-10-30,423.81,419.99,425.18,418.46,7220000.0,1.36,0
2017-10-31,423.07,424.91,425.27,419.18,8770000.0,-0.17,1
2017-11-01,428.33,426.17,430.69,425.27,16219999.999999998,1.24,0
2017-11-02,425.65,428.44,430.11,424.6,9490000.0,-0.63,0
2017-11-03,425.07,429.86,429.86,422.75,4430000.0,-0.14,0
2017-11-06,419.31,423.81,423.81,417.74,9010000.0,-1.36,0
2017-11-07,407.71,419.7,420.44,406.07,18870000.0,-2.77,0
2017-11-08,399.21,405.82,407.4,397.55,16390000.0,-2.08,1
2017-11-09,404.93,402.34,409.15,401.13,13850000.0,1.43,0
2017-11-10,397.44,405.13,405.13,395.35,12850000.0,-1.85,0
2017-11-13,393.57,397.96,401.06,392.78,8390000.0,-0.97,1
2017-11-14,398.72,393.46,402.45,392.56,11520000.0,1.31,0
2017-11-15,397.37,397.73,400.47,394.79,14100000.0,-0.34,1
2017-11-16,406.43,398.18,407.4,398.18,13990000.0,2.28,1
2017-11-17,410.05,413.22,415.9,408.52,11280000.0,0.89,1
2017-11-20,414.08,407.49,415.65,406.95,8520000.0,0.98,1
2017-11-21,419.34,416.75,422.53,416.17,12070000.0,1.27,0
2017-11-22,418.53,421.54,422.08,415.25,10210000.0,-0.19,1
2017-11-23,425.83,418.64,427.14,416.68,14800000.0,1.74,1
2017-11-24,427.68,427.18,431.46,426.01,12910000.0,0.43,1
2017-11-27,427.79,425.95,430.56,424.49,9450000.0,0.03,0
2017-11-28,424.19,427.12,427.79,421.83,9370000.0,-0.84,1
2017-11-29,425.39,423.52,427.18,423.14,7420000.0,0.28,0
2017-11-30,414.39,423.34,423.34,413.47,19050000.0,-2.59,0
2017-12-01,409.24,415.69,418.75,408.16,10260000.0,-1.24,0
2017-12-04,405.42,410.77,410.91,403.51,9330000.0,-0.93,1
2017-12-05,410.86,405.17,414.03,402.65,16900000.0,1.34,1
2017-12-06,416.68,409.2,418.33,408.66,22220000.0,1.42,1
2017-12-07,418.89,418.21,420.89,415.04,11160000.0,0.53,0
2017-12-08,414.14,419.92,421.32,413.27,11280000.0,-1.13,0
2017-12-11,411.96,414.8,416.39,410.79,9960000.0,-0.53,0
2017-12-12,411.72,411.87,417.74,408.3,14570000.0,-0.06,0
2017-12-13,411.29,412.3,415.92,409.51,8440000.0,-0.1,1
2017-12-14,414.37,413.24,415.9,408.63,10140000.0,0.75,0
2017-12-15,413.58,418.64,419.52,412.66,22530000.0,-0.19,1
2017-12-18,414.14,410.07,419.38,387.91,17150000.0,0.14,1
2017-12-19,416.37,415.31,416.84,413.69,8210000.000000001,0.54,0
2017-12-20,412.86,416.35,417.02,412.34,9640000.0,-0.84,0
2017-12-21,410.52,413.0,415.47,409.2,8369999.999999999,-0.57,1
2017-12-22,413.87,411.29,414.77,408.88,9840000.0,0.82,1
2017-12-26,418.1,415.87,422.19,412.86,10700000.0,1.02,0
2017-12-27,415.38,419.54,421.56,413.24,8790000.0,-0.65,1
2017-12-28,415.58,416.05,420.17,413.29,14320000.0,0.05,0
2017-12-29,414.17,416.62,419.22,413.02,10240000.0,-0.34,0
2018-01-01,409.08,414.91,414.91,408.07,8730000.0,-1.23,1
2018-01-02,409.71,410.55,413.49,407.58,8770000.0,0.15,1
2018-01-03,411.36,415.94,416.39,410.57,12470000.0,0.4,1
2018-01-04,413.83,412.86,414.5,411.76,8320000.0,0.6,1
2018-01-05,415.16,414.5,416.8,413.81,6870000.0,0.32,1
2018-01-08,417.54,416.44,418.64,415.27,8150000.0,0.57,1
2018-01-09,423.11,417.36,424.44,415.49,13190000.0,1.33,1
2018-01-10,423.74,424.04,426.01,420.66,10820000.0,0.15,0
2018-01-11,421.68,423.5,423.88,420.44,7250000.0,-0.49,1
2018-01-12,426.73,424.04,428.44,421.9,13910000.0,1.2,1
2018-01-15,426.8,427.18,431.01,425.03,10260000.0,0.02,0
2018-01-16,415.02,426.15,426.15,413.69,9990000.0,-2.76,1
2018-01-17,415.72,416.39,417.74,407.85,12190000.0,0.17,0
2018-01-18,413.56,417.74,418.01,411.49,8660000.0,-0.52,1
2018-01-19,418.77,415.04,420.17,414.64,9210000.0,1.26,1
2018-01-22,436.85,426.28,438.11,422.69,42180000.0,4.32,1
2018-01-23,442.14,438.43,445.6,438.43,20790000.0,1.21,0
2018-01-24,434.54,441.46,441.46,432.87,13190000.0,-1.72,0
2018-01-25,434.33,435.23,437.08,429.95,12620000.0,-0.05,0
2018-01-29,433.7,434.47,439.46,431.37,9130000.0,-0.15,0
2018-01-30,427.36,434.29,434.29,426.73,8480000.0,-1.46,1
2018-01-31,432.26,427.18,433.7,423.38,11590000.0,1.15,0
2018-02-01,424.42,433.14,437.35,421.16,15250000.0,-1.81,0
2018-02-02,406.66,420.44,424.46,405.15,26740000.0,-4.18,0
2018-02-05,405.67,402.0,410.32,396.52,17710000.0,-0.24,0
2018-02-06,401.15,394.36,403.8,391.66,22210000.0,-1.11,1
2018-02-07,402.18,405.85,407.13,400.2,14340000.0,0.26,1
2018-02-08,406.75,403.76,409.49,401.26,12760000.0,1.14,0
2018-02-09,403.73,399.75,405.6,398.41,10690000.0,-0.74,1
2018-02-12,411.67,406.05,412.88,405.62,10960000.0,1.97,1
2018-02-14,419.83,415.04,423.81,414.14,20530000.0,1.98,1
2018-02-15,420.73,421.63,425.27,417.36,12330000.0,0.21,0
2018-02-16,414.28,422.51,423.86,412.84,8890000.0,-1.53,1
2018-02-19,416.84,414.14,419.09,410.79,8250000.0,0.62,0
2018-02-20,414.19,417.74,417.99,413.15,7810000.0,-0.64,1
2018-02-21,417.9,418.19,419.31,414.66,11000000.0,0.9,0
2018-02-22,415.65,414.59,418.64,413.69,10330000.0,-0.54,1
2018-02-23,420.1,416.12,421.79,414.93,9790000.0,1.07,1
2018-02-26,422.1,422.24,424.89,421.16,7790000.0,0.48,1
2018-02-27,427.41,422.24,429.79,421.95,12940000.0,1.26,1
2018-02-28,429.23,425.36,430.38,424.13,52290000.0,0.43,0
2018-03-01,426.46,427.07,431.64,425.36,8270000.0,-0.65,0
2018-03-05,415.54,424.04,427.25,414.41,11380000.0,-2.56,0
2018-03-06,409.58,417.74,420.98,406.99,14790000.0,-1.43,0
2018-03-07,400.09,408.86,408.86,399.33,14630000.0,-2.32,1
2018-03-08,409.85,403.64,411.22,401.69,12260000.0,2.44,1
2018-03-09,410.59,411.4,413.4,409.67,9820000.0,0.18,1
2018-03-12,418.33,413.69,419.58,412.59,7670000.0,1.89,1
2018-03-13,419.02,419.04,420.89,414.3,10290000.0,0.16,0
