Price,Open,High,Low,Vol.,Change %,Target
493.89,488.25,494.63,479.19,14560000.0,0.85,1
503.72,497.87,506.77,496.43,25190000.0,1.99,1
506.12,506.1,510.48,504.17,15480000.0,0.48,0
504.19,508.55,509.86,501.92,14580000.0,-0.38,0
504.08,505.99,506.91,499.18,9000000.0,-0.02,0
497.51,501.15,506.77,495.08,14430000.0,-1.3,0
491.37,498.01,501.2,490.18,15030000.0,-1.23,1
494.03,493.46,496.63,486.14,17090000.0,0.54,1
496.77,497.78,502.93,495.08,11130000.0,0.55,0
496.72,496.93,499.11,492.84,11360000.0,-0.01,1
499.47,500.03,502.28,494.05,11640000.0,0.55,0
498.01,498.12,499.58,495.98,8240000.0,-0.29,0
493.76,498.05,500.84,489.51,13050000.0,-0.85,0
493.19,492.39,494.86,488.52,8300000.000000001,-0.12,1
507.97,496.88,509.02,496.88,20320000.0,3.0,1
510.78,510.37,514.87,508.28,12890000.0,0.55,0
510.12,514.62,516.17,508.12,15120000.0,-0.13,1
532.56,516.58,535.06,510.48,51860000.0,4.4,1
556.55,536.9,557.56,534.5,44490000.0,4.5,0
555.41,554.37,560.71,548.41,33420000.0,-0.2,0
551.43,554.57,559.48,549.49,17830000.0,-0.72,1
560.94,550.84,563.52,548.64,26560000.0,1.72,0
560.29,562.29,568.69,555.52,17260000.0,-0.12,0
552.89,562.31,564.76,549.67,17300000.0,-1.32,0
544.39,553.54,553.83,540.21,18830000.0,-1.54,0
537.67,546.35,550.84,535.6,15840000.0,-1.23,1
551.81,540.5,552.96,540.05,20560000.0,2.63,1
562.06,554.89,564.33,551.76,18630000.0,1.86,1
580.48,560.73,583.2,558.51,23560000.0,3.28,1
580.77,580.97,586.55,574.94,18900000.0,0.05,1
589.18,582.88,592.5,581.98,19000000.0,1.45,0
580.25,589.18,594.1,578.32,18600000.0,-1.52,0
574.54,577.73,584.79,572.09,13130000.0,-0.98,0
563.55,573.73,573.78,562.53,15190000.0,-1.91,1
564.96,562.76,572.13,562.76,12920000.0,0.25,0
560.26,567.03,572.85,555.68,14060000.0,-0.83,0
550.48,558.04,558.04,547.69,13380000.0,-1.75,1
559.59,552.98,562.04,545.9,19380000.0,1.65,0
548.64,562.08,563.21,546.35,19480000.0,-1.96,0
546.84,547.69,557.45,544.64,12610000.0,-0.33,1
555.05,550.33,557.59,548.14,12720000.0,1.5,1
560.69,555.79,565.59,552.8,21360000.0,1.02,0
554.15,559.66,559.97,551.29,17680000.0,-1.17,0
554.12,555.79,558.94,548.89,15850000.0,-0.01,0
548.71,543.87,555.25,542.3,20450000.0,-0.98,1
550.17,552.21,559.79,543.65,22440000.0,0.27,1
553.56,554.78,557.52,551.54,22790000.0,0.62,0
551.31,556.24,558.64,549.61,16000000.0,-0.41,1
556.53,550.12,557.5,547.96,14380000.0,0.95,1
568.74,557.5,572.47,555.38,24300000.0,2.19,1
571.19,568.38,575.48,565.75,16370000.000000002,0.43,0
569.77,569.3,573.08,567.48,12190000.0,-0.25,1
586.41,571.1,589.96,570.18,19620000.0,2.92,1
598.66,592.17,599.86,590.97,22670000.0,2.09,1
605.84,601.2,611.55,597.2,22690000.0,1.2,0
603.25,606.94,612.45,600.8,21000000.0,-0.43,0
594.3,604.8,611.01,589.6,32090000.000000004,-1.48,1
607.07,598.51,610.63,597.61,20400000.0,2.15,1
618.99,611.55,620.54,603.95,19800000.0,1.96,0
618.49,619.55,624.14,613.35,19970000.0,-0.08,0
603.34,617.17,620.95,601.07,23150000.0,-2.45,0
595.56,598.33,601.14,592.08,16050000.0,-1.29,1
614.81,598.19,616.76,598.06,19140000.0,3.23,0
606.71,619.62,619.62,604.47,20380000.0,-1.32,1
611.55,607.16,615.95,603.81,21160000.0,0.8,1
613.01,616.07,619.12,609.34,15540000.0,0.24,1
625.87,616.04,632.59,612.69,20390000.0,2.1,0
624.9,628.63,630.93,620.59,16180000.0,-0.15,0
618.38,626.27,630.88,616.94,15850000.0,-1.04,0
608.42,620.09,622.2,605.81,16910000.0,-1.61,1
608.8,611.97,613.3,603.9,13580000.0,0.06,0
597.72,609.75,610.42,595.22,17610000.0,-1.82,1
600.06,597.56,602.87,594.01,19180000.0,0.39,0
598.69,601.63,606.15,596.48,15370000.0,-0.23,1
605.61,599.38,608.4,597.61,11590000.0,1.16,0
603.95,607.05,610.15,601.05,11950000.0,-0.27,0
602.62,604.8,606.58,600.31,8570000.0,-0.22,1
604.24,604.8,611.55,602.55,16020000.0,0.27,1
623.22,618.29,624.92,613.8,36260000.0,3.14,0
604.96,611.55,614.69,603.14,21790000.0,-2.93,1
613.28,606.15,617.39,605.25,18280000.0,1.38,1
624.81,616.18,627.2,614.36,14860000.0,1.88,0
617.12,624.63,635.11,612.72,28120000.0,-1.23,1
626.3,618.29,627.71,616.36,13910000.0,1.49,0
626.3,627.92,627.92,614.6,20630000.0,0.0,1
631.8,625.94,635.78,621.48,17530000.0,0.88,1
633.51,633.11,637.4,630.73,13140000.0,0.27,0
622.74,628.63,630.79,619.69,14610000.0,-1.7,0
604.13,627.2,627.29,602.64,17920000.0,-2.99,0
584.32,602.55,602.55,581.06,29500000.0,-3.28,0
564.98,579.53,579.53,562.87,39380000.0,-3.31,0
562.6,568.83,574.54,559.84,22670000.0,-0.42,0
554.01,561.14,566.94,551.97,16250000.0,-1.53,1
566.78,556.01,570.78,553.77,26250000.0,2.31,0
565.19,572.43,574.67,562.35,22540000.0,-0.28,1
568.99,566.56,571.93,565.73,13340000.0,0.67,1
569.91,569.73,574.2,562.98,15950000.0,0.16,1
596.21,590.68,601.52,586.14,24900000.0,4.61,1
602.46,599.05,614.69,598.08,28010000.0,1.05,1
602.73,605.09,611.41,600.35,22790000.0,0.04,0
599.81,616.94,625.94,595.81,35780000.0,-0.48,1
601.14,606.15,608.76,591.99,20550000.0,0.22,0
589.36,601.25,601.43,587.71,14840000.0,-1.96,1
595.25,593.47,600.22,590.57,39310000.0,1.0,0
590.44,594.01,599.54,586.43,14360000.0,-0.81,1
597.94,591.87,603.45,591.87,21690000.0,1.27,1
598.12,601.61,603.41,593.65,23740000.0,0.03,1
611.64,600.31,614.81,594.1,17130000.0,2.26,0
607.79,610.4,617.96,606.2,14250000.0,-0.63,0
596.87,612.4,612.4,594.06,15470000.0,-1.8,0
591.27,596.24,596.82,587.09,13590000.0,-0.94,1
593.18,593.97,596.71,589.11,10860000.0,0.32,1
597.68,594.39,600.08,592.66,10610000.0,0.76,1
599.02,600.17,601.83,595.81,9500000.0,0.22,0
596.82,598.06,600.17,588.46,14480000.0,-0.37,0
592.46,594.41,595.81,588.79,13790000.0,-0.73,0
576.61,593.56,593.56,574.9,13760000.0,-2.68,0
576.02,575.08,579.15,570.67,15500000.0,-0.1,0
574.38,578.68,585.47,567.75,13380000.0,-0.28,1
583.11,575.57,584.57,574.67,9920000.0,1.52,0
575.35,582.75,582.77,573.57,21450000.0,-1.33,0
567.66,572.04,573.98,565.28,10400000.0,-1.34,1
582.7,566.09,583.67,563.99,13810000.0,2.65,0
581.94,580.52,586.64,578.43,10700000.0,-0.13,0
572.94,581.49,583.17,571.53,22990000.0,-1.55,0
563.48,574.27,576.86,561.48,17480000.0,-1.65,1
570.56,565.7,572.27,560.49,12440000.0,1.26,1
574.9,572.85,576.02,568.06,9370000.0,0.76,1
576.72,576.88,578.5,573.35,8130000.000000001,0.32,1
577.37,576.2,580.52,575.57,8630000.0,0.11,0
568.09,577.87,580.3,566.58,10090000.0,-1.61,0
563.01,565.68,570.22,561.27,12930000.0,-0.89,1
575.62,561.61,577.15,560.06,16190000.000000002,2.24,0
575.06,575.6,579.78,570.49,11090000.0,-0.1,1
576.27,578.72,579.98,575.26,7950000.0,0.21,0
575.8,576.92,584.57,574.7,14480000.0,-0.08,0
573.82,577.82,579.85,571.23,9840000.0,-0.34,1
581.42,575.55,582.27,574.25,9300000.0,1.32,0
576.41,582.0,583.22,575.57,8750000.0,-0.86,0
567.41,576.47,578.45,565.68,11020000.0,-1.56,0
561.63,570.27,572.4,558.8,15080000.0,-1.02,1
575.8,562.53,577.6,551.88,26850000.0,2.52,0
572.67,577.82,581.82,566.76,18750000.0,-0.54,0
566.18,572.65,575.03,563.68,14020000.0,-1.13,0
553.77,568.38,570.65,551.74,20130000.0,-2.19,0
545.81,553.77,558.71,544.1,18820000.0,-1.44,0
544.52,547.2,549.49,541.89,16270000.0,-0.24,0
531.01,545.87,548.59,528.79,19250000.0,-2.48,0
524.42,528.7,532.86,522.69,19600000.0,-1.24,1
530.72,523.14,534.29,517.27,20890000.0,1.2,1
532.56,528.67,538.81,522.56,21940000.0,0.35,0
514.13,524.76,524.76,507.22,28060000.0,-3.46,0
507.36,510.26,516.94,504.53,26830000.0,-1.32,0
498.86,506.55,511.97,496.03,23400000.0,-1.68,1
518.17,498.39,520.71,492.52,28800000.0,3.87,1
522.56,522.45,528.58,518.15,20280000.0,0.85,1
573.21,554.51,585.83,551.29,96760000.0,9.69,1
579.28,586.37,586.57,575.73,29250000.0,1.06,0
574.67,580.61,580.88,572.43,20290000.0,-0.8,1
581.24,576.05,583.13,575.57,15060000.0,1.14,0
573.75,579.98,581.24,572.25,13820000.0,-1.29,0
571.5,573.62,574.97,569.5,9860000.0,-0.39,0
560.62,571.5,571.53,557.09,12950000.0,-1.9,1
573.71,557.14,577.37,551.52,19670000.0,2.33,0
569.64,581.87,581.87,566.13,17720000.0,-0.71,1
573.26,577.82,577.82,567.12,26210000.0,0.64,0
568.06,572.76,576.02,564.8,10710000.0,-0.91,0
558.37,564.98,566.69,555.47,17440000.0,-1.71,1
561.43,560.06,564.06,549.04,22830000.0,0.55,0
542.48,558.6,558.94,539.6,17290000.0,-3.38,0
540.12,539.85,541.96,533.33,30410000.0,-0.44,0
538.97,542.66,545.54,536.59,21220000.0,-0.21,1
549.72,540.95,552.64,537.46,21400000.0,1.99,0
549.58,548.89,554.44,545.51,10840000.0,-0.03,1
555.07,549.72,557.59,549.72,11190000.0,1.0,0
544.25,555.34,557.79,542.16,10970000.0,-1.95,1
551.11,545.0,552.42,542.7,11950000.0,1.26,0
544.43,534.65,548.19,533.35,18970000.0,-1.21,0
538.45,544.55,544.55,536.68,14440000.0,-1.1,1
542.16,541.83,546.93,538.34,13780000.0,0.69,0
530.18,543.13,543.96,527.3,12710000.0,-2.21,1
564.04,534.18,571.03,528.04,44460000.0,6.39,0
557.23,572.94,576.02,555.34,19950000.0,-1.21,1
574.99,559.21,584.03,558.82,32270000.000000004,3.19,1
575.37,577.37,582.32,570.56,16790000.0,0.07,1
583.13,580.97,584.03,577.15,16940000.0,1.35,1
588.64,581.19,591.31,577.37,17590000.0,0.94,1
599.07,589.06,600.64,587.06,23320000.0,1.77,0
586.77,601.2,603.45,581.55,16540000.0,-2.05,1
589.54,578.27,591.18,576.16,12480000.0,0.47,0
588.21,593.52,597.43,586.3,13840000.0,-0.23,1
589.11,588.21,593.92,585.33,9290000.0,0.15,1
595.7,588.48,598.03,581.19,16230000.0,1.12,1
612.78,595.81,615.59,594.01,32310000.000000004,2.87,0
608.22,613.21,614.07,601.0,15320000.0,-0.74,1
610.65,613.77,613.77,607.43,12360000.0,0.4,1
613.41,612.67,616.04,608.98,8930000.0,0.45,1
617.1,616.0,620.38,613.21,17910000.0,0.6,1
627.96,618.29,629.08,616.94,14800000.0,1.76,1
636.89,631.33,642.08,628.95,25960000.0,1.42,0
635.9,640.78,646.1,631.04,25650000.0,-0.16,0
626.12,636.86,641.2,621.96,17030000.0,-1.54,1
645.92,629.98,648.15,623.49,20900000.0,3.16,0
643.56,648.02,648.17,634.59,12500000.0,-0.37,1
644.94,647.97,649.77,643.02,2780000.0,0.21,1
659.68,649.99,665.51,648.46,23780000.0,2.29,1
665.1,665.51,667.55,656.65,15080000.0,0.82,0
658.47,667.31,669.85,657.28,17970000.0,-1.0,0
655.12,654.27,657.32,647.97,12830000.0,-0.51,1
655.46,659.17,661.46,649.81,12980000.0,0.05,0
650.8,657.91,660.54,647.97,11710000.0,-0.71,0
645.23,648.73,650.42,642.35,13500000.0,-0.86,1
655.88,645.27,657.86,644.01,13000000.0,1.65,0
649.99,651.57,656.36,648.11,11090000.0,-0.9,0
642.03,647.12,649.43,639.67,10480000.0,-1.22,1
662.04,643.02,663.66,643.02,23280000.0,3.12,0
657.75,663.71,666.23,654.63,13160000.0,-0.65,1
661.39,659.05,668.57,657.93,14480000.0,0.55,0
656.15,662.2,668.21,654.45,12990000.0,-0.79,1
678.88,659.66,681.2,658.76,27850000.0,3.46,1
695.93,699.25,707.06,693.93,40190000.0,2.51,0
691.41,694.74,699.68,687.34,13750000.0,-0.65,1
695.41,693.43,705.75,691.41,20630000.0,0.58,1
702.18,697.5,703.64,697.43,13980000.0,0.97,0
701.59,705.12,708.83,699.68,32610000.0,-0.08,1
705.91,701.46,708.45,699.73,8900000.0,0.62,1
710.61,707.17,712.34,703.26,12690000.0,0.67,0
697.5,711.35,711.35,696.02,17130000.0,-1.84,1
713.4,719.47,725.97,709.13,28820000.0,2.28,0
709.98,716.21,716.77,707.15,11990000.0,-0.48,0
698.2,707.33,709.35,689.68,19370000.0,-1.66,0
697.37,707.78,710.36,694.29,18410000.0,-0.12,1
699.19,698.33,705.08,692.98,12080000.0,0.26,1
707.15,699.75,709.3,695.41,11670000.0,1.14,0
702.36,706.9,707.6,698.85,9390000.0,-0.68,1
702.56,699.5,708.0,697.25,11410000.0,0.03,1
705.17,706.09,707.71,699.97,9530000.0,0.37,1
711.78,710.47,714.97,707.06,11690000.0,0.94,0
704.45,715.87,716.72,703.44,10980000.0,-1.03,0
702.69,704.52,710.02,699.48,18760000.0,-0.25,1
708.61,702.83,710.47,702.38,13610000.0,0.84,1
723.94,707.64,726.17,706.79,18930000.0,2.16,0
719.06,726.21,727.36,717.71,19630000.0,-0.67,0
706.61,701.53,709.37,700.49,23170000.0,-1.73,0
695.39,705.48,706.9,693.61,16660000.0,-1.59,0
681.43,693.23,698.31,679.06,27470000.0,-2.01,1
693.54,686.64,695.28,684.08,16320000.0,1.78,1
694.38,695.16,695.93,687.11,15810000.0,0.12,0
680.82,693.39,694.15,678.12,20490000.0,-1.95,0
678.82,682.59,686.69,676.97,12930000.0,-0.29,1
690.37,679.9,692.91,679.9,16350000.000000002,1.7,1
691.21,689.34,693.23,684.84,19370000.0,0.12,0
675.18,683.49,687.05,673.6,22630000.0,-2.32,1
685.56,683.04,690.01,680.57,15400000.0,1.54,0
680.41,681.25,689.99,679.0,14810000.0,-0.75,1
696.08,691.86,696.98,688.55,13830000.0,2.3,0
695.93,697.84,700.56,692.33,11520000.0,-0.02,0
694.15,694.76,700.9,691.77,16870000.0,-0.26,0
687.72,692.49,696.98,684.33,14600000.0,-0.93,0
685.23,690.62,692.44,682.71,14600000.0,-0.36,1
691.54,687.54,693.99,687.09,11860000.0,0.92,1
710.92,698.56,712.7,698.42,27190000.0,2.8,0
689.05,723.51,723.51,686.37,30040000.0,-3.08,1
689.74,687.36,695.12,684.39,17470000.0,0.1,0
689.5,694.29,695.52,688.49,9530000.0,-0.03,0
686.57,690.91,693.36,683.81,10380000.0,-0.42,0
684.19,686.64,690.85,682.84,13500000.0,-0.35,0
677.45,681.2,685.5,676.75,12360000.0,-0.99,0
661.8,678.37,679.0,658.13,22640000.0,-2.31,1
665.44,662.83,671.98,658.34,22840000.0,0.55,0
649.21,665.06,665.37,647.52,20680000.0,-2.44,0
634.77,653.37,653.48,632.77,32070000.0,-2.22,0
622.05,631.92,641.65,616.54,22250000.0,-2.0,1
623.01,616.0,629.51,612.92,28350000.0,0.15,1
641.41,629.53,644.15,628.54,23430000.0,2.95,1
651.34,645.23,653.28,643.16,17050000.0,1.55,1
655.52,653.86,659.66,647.57,14340000.0,0.64,0
644.67,652.47,653.07,642.26,11270000.0,-1.66,1
645.54,642.12,649.99,634.23,13980000.0,0.13,1
653.25,650.85,659.3,649.79,12920000.0,1.19,1
661.15,654.78,663.19,654.27,12490000.0,1.21,1
662.88,664.5,664.5,657.68,12520000.0,0.26,1
668.92,664.27,675.15,653.41,19590000.0,0.91,0
664.72,669.55,677.27,662.94,12140000.0,-0.63,0
659.84,663.66,663.66,655.34,10270000.0,-0.73,1
676.21,665.22,677.4,663.3,13000000.0,2.48,0
668.18,673.15,678.1,667.22,15590000.0,-1.19,0
649.75,660.9,664.16,647.32,19720000.0,-2.76,0
636.91,652.65,652.65,634.03,25610000.0,-1.98,0
625.94,634.03,635.09,623.85,27100000.0,-1.72,0
623.35,624.14,626.75,615.59,23130000.0,-0.41,0
597.45,609.25,610.2,595.81,36290000.0,-4.15,0
591.83,609.34,615.59,585.06,27230000.0,-0.94,1
603.84,597.92,608.8,594.46,25290000.0,2.03,0
602.42,607.95,608.76,588.12,20400000.0,-0.24,0
589.58,608.04,610.63,587.27,28160000.0,-2.13,0
571.53,571.08,579.24,558.08,31140000.0,-3.06,0
501.0,557.61,558.04,492.39,81400000.0,-12.34,1
518.71,498.23,529.91,498.23,54990000.0,3.53,0
478.0,487.89,495.08,471.57,51660000.0,-7.85,1
497.02,448.77,512.62,423.77,67650000.0,3.98,0
456.73,476.89,485.51,451.92,35520000.0,-8.11,0
453.26,470.91,476.65,451.11,41950000.0,-0.76,0
435.5,461.04,465.81,432.13,41290000.0,-3.92,0
412.66,413.74,434.83,401.19,56680000.0,-5.24,1
457.74,422.46,465.36,418.19,58480000.0,10.92,0
397.53,411.98,427.18,393.75,37540000.0,-13.15,1
424.22,418.19,436.18,402.81,42240000.0,6.71,1
486.65,433.39,517.81,433.14,67500000.0,14.72,0
479.44,492.75,502.23,468.71,42220000.0,-1.48,0
479.17,492.39,497.92,470.44,38450000.0,-0.06,0
463.36,467.92,483.3,458.66,27900000.0,-3.3,1
500.82,482.92,508.03,471.25,40880000.0,8.08,0
485.84,504.64,505.7,469.99,38390000.0,-2.99,0
484.49,510.12,510.12,474.98,38180000.0,-0.28,1
542.34,495.58,545.9,494.63,50190000.0,11.94,0
536.07,530.61,552.64,521.61,46040000.0,-1.16,1
548.57,545.9,554.35,536.45,30490000.0,2.33,0
534.72,541.38,546.35,530.61,21850000.0,-2.52,0
517.05,538.27,555.79,513.97,32600000.0,-3.3,1
525.23,517.05,533.96,514.87,34570000.0,1.58,1
550.39,546.8,553.09,536.3,30710000.0,4.79,1
559.3,551.29,565.23,540.5,33259999.999999996,1.62,0
556.4,544.1,562.98,523.41,56650000.0,-0.52,1
613.17,593.56,622.74,584.57,131699999.99999999,10.2,1
616.45,614.85,623.17,608.53,60420000.0,0.53,1
637.18,607.12,672.23,605.79,124590000.0,3.36,1
642.91,644.82,663.26,639.88,53980000.0,0.9,0
642.19,652.02,654.47,626.0,72410000.0,-0.11,0
641.65,649.72,653.66,638.53,34610000.0,-0.08,1
659.21,653.79,672.23,646.64,65849999.99999999,2.74,0
645.36,647.52,658.76,637.38,49340000.0,-2.1,1
656.81,653.68,665.06,650.76,41450000.0,1.77,1
656.85,658.31,667.73,649.99,37370000.0,0.01,1
677.63,654.27,680.64,649.77,46180000.0,3.16,1
702.29,694.74,710.43,691.18,77780000.0,3.64,1
709.04,710.47,726.21,707.01,61920000.0,0.96,0
665.17,703.64,705.24,658.76,92930000.0,-6.19,1
679.28,693.15,693.15,660.01,61320000.0,2.12,0
651.82,666.82,679.4,649.14,45470000.0,-4.04,1
662.46,655.47,665.78,642.36,57370000.0,1.63,0
654.0,667.28,672.72,648.21,57960000.0,-1.28,0
639.54,661.38,663.51,636.98,39060000.0,-2.21,1
650.8,640.04,656.77,632.32,51060000.0,1.76,1
654.23,651.39,663.4,646.85,36150000.0,0.53,0
649.82,659.01,661.83,647.53,34920000.0,-0.67,0
646.42,657.36,658.06,642.9,30660000.0,-0.52,1
656.18,649.57,660.01,640.95,32920000.0,1.51,1
668.3,660.47,671.7,657.74,37040000.0,1.85,0
664.73,666.37,668.18,659.4,36940000.0,-0.53,1
690.13,671.82,698.3,669.98,36870000.0,3.82,1
697.1,692.7,699.05,690.34,20450000.0,1.01,1
699.8,701.32,708.13,696.03,23430000.0,0.39,1
717.12,700.87,721.52,699.51,31570000.0,2.47,1
717.98,724.02,734.46,714.35,30540000.0,0.12,0
712.44,734.64,734.64,710.4,29000000.0,-0.77,0
697.76,708.27,718.57,695.87,23870000.0,-2.06,1
713.65,700.46,717.0,699.07,20430000.0,2.28,0
698.01,710.85,711.74,694.97,18820000.0,-2.19,1
721.2,680.89,723.11,679.53,35580000.0,3.32,1
732.89,710.4,738.52,708.63,49020000.0,1.62,1
734.32,745.81,748.33,719.61,47250000.0,0.2,0
733.26,730.03,742.38,727.24,38570000.0,-0.14,1
751.66,729.46,755.79,728.83,37360000.0,2.51,1
798.64,758.06,811.99,754.43,97660000.0,6.25,0
792.63,805.0,818.98,787.57,55560000.0,-0.75,0
781.17,794.38,800.62,778.99,35040000.0,-1.45,1
784.32,787.98,804.68,776.99,47620000.0,0.4,0
779.81,783.94,793.92,777.6,36630000.0,-0.58,1
790.59,784.75,795.28,779.4,28540000.0,1.38,0
782.19,784.41,789.72,778.74,23650000.0,-1.06,0
773.54,788.48,790.29,769.66,27950000.0,-1.11,1
788.75,780.76,793.92,775.33,26270000.0,1.97,1
799.07,791.2,802.37,787.59,26570000.0,1.31,1
811.58,807.9,813.9,802.55,27170000.0,1.57,1
840.59,819.34,843.4,813.49,43400000.0,3.57,0
827.72,844.31,846.28,819.93,32479999.999999996,-1.53,0
816.17,827.99,832.94,812.53,24190000.0,-1.4,1
828.08,821.16,832.96,810.83,33610000.0,1.46,1
852.5,830.01,855.48,828.08,40390000.0,2.95,1
878.35,863.99,884.12,862.47,64250000.0,3.03,0
870.18,877.9,881.39,856.7,62150000.0,-0.93,0
837.05,879.69,898.24,816.17,128919999.99999999,-3.81,0
836.77,838.41,848.39,822.72,56270000.0,-0.03,1
867.78,837.5,871.54,834.32,45900000.0,3.71,1
871.5,870.55,876.99,862.31,33780000.0,0.43,1
894.94,880.17,897.42,879.03,38930000.0,2.69,1
909.67,900.14,912.4,890.02,55170000.0,1.65,1
934.1,909.65,944.04,903.93,53840000.0,2.69,1
974.2,934.19,981.85,934.1,111310000.0,4.29,1
978.76,989.02,998.1,965.92,74120000.0,0.47,1
988.52,978.76,995.92,976.24,50870000.0,1.0,0
951.73,988.61,990.84,939.84,67069999.99999999,-3.72,1
957.27,952.8,971.27,940.54,67250000.0,0.58,0
938.32,959.83,966.42,931.83,69190000.0,-1.98,0
911.94,931.15,933.73,909.27,43120000.0,-2.81,1
976.22,917.21,983.67,907.97,84950000.0,7.05,0
965.26,984.57,996.83,961.56,68810000.0,-1.12,1
968.73,979.13,983.98,956.79,45530000.0,0.36,1
974.34,966.78,979.49,962.42,30440000.0,0.58,0
962.26,980.08,982.76,956.93,24880000.0,-1.24,1
968.59,969.05,980.49,953.41,43220000.0,0.66,0
965.78,962.78,973.68,956.34,27940000.0,-0.29,0
963.26,965.96,970.91,957.79,22920000.0,-0.26,0
959.52,963.49,979.13,948.37,30670000.0,-0.39,0
949.33,955.52,955.52,939.68,28590000.0,-1.06,1
961.67,946.44,968.82,945.24,28200000.0,1.3,1
967.57,971.86,977.76,962.94,31460000.0,0.61,0
951.91,962.33,964.1,947.8,20800000.0,-1.62,0
945.01,961.42,963.24,942.81,23330000.0,-0.72,1
951.32,949.35,955.29,939.86,30200000.0,0.67,0
945.13,955.98,958.38,943.27,17900000.0,-0.65,1
970.18,946.44,975.02,929.19,55260000.0,2.65,0
958.06,975.04,975.95,954.73,25920000.0,-1.25,1
960.58,962.33,968.19,956.09,25080000.0,0.26,0
944.49,986.84,986.84,935.25,57300000.0,-1.68,1
947.46,953.25,963.42,936.18,35640000.0,0.31,1
966.05,949.62,970.5,946.44,24870000.0,1.96,0
958.74,965.96,970.84,954.61,17160000.0,-0.76,0
942.93,945.78,951.87,940.63,26280000.0,-1.65,1
945.38,945.99,955.86,927.95,20240000.0,0.26,1
956.47,949.62,962.78,944.4,25290000.0,1.17,1
981.1,946.44,984.03,944.83,51050000.0,2.58,1
1050.39,990.97,1064.44,987.46,129500000.0,7.06,1
1053.0,1049.49,1061.22,1038.18,54890000.0,0.25,0
1045.2,1055.39,1071.27,1035.87,40670000.0,-0.74,1
1052.59,1049.46,1055.73,1038.66,25090000.0,0.71,1
1055.18,1053.12,1075.52,1048.83,31340000.0,0.25,0
1043.47,1053.12,1059.34,1040.34,23840000.0,-1.11,1
1046.63,1050.51,1052.87,1033.39,30530000.0,0.3,0
1024.0,1044.04,1060.38,1020.14,31040000.0,-2.16,0
1003.71,1033.6,1033.6,999.35,32110000.0,-1.98,1
1012.63,1025.88,1033.48,1001.05,39680000.0,0.89,0
990.11,1002.23,1010.45,987.77,27530000.0,-2.22,1
999.42,993.65,1004.46,983.8,26190000.0,0.94,1
1006.02,1010.9,1015.89,1001.85,18150000.0,0.66,1
1019.09,1009.99,1027.7,1006.02,23850000.0,1.3,0
1014.24,1025.88,1029.06,1009.99,22580000.0,-0.48,0
1010.11,1027.61,1027.61,1005.0,19180000.0,-0.41,0
1004.18,1018.62,1020.96,1001.37,17470000.0,-0.59,0
1003.34,1010.11,1014.03,999.39,16990000.0,-0.08,1
1024.75,1014.53,1048.12,1007.72,49080000.0,2.13,0
1016.46,1025.43,1029.51,1008.68,19460000.0,-0.81,0
1013.83,1014.53,1022.7,1006.41,17120000.0,-0.26,1
1015.46,1014.53,1023.95,1010.56,13130000.0,0.16,1
1035.28,1012.54,1037.57,1010.38,21330000.0,1.95,1
1038.36,1034.46,1045.85,1029.74,24680000.0,0.3,0
1001.6,1039.5,1039.5,996.38,18490000.0,-3.54,0
987.66,1005.45,1013.4,986.23,19920000.0,-1.39,1
987.84,994.13,1011.67,978.29,28800000.0,0.02,0
978.63,989.11,995.47,976.97,17060000.0,-0.93,0
964.42,984.12,995.01,952.23,31460000.0,-1.45,0
956.41,965.69,968.0,949.17,28430000.0,-0.83,1
959.18,955.98,969.14,951.62,21620000.0,0.29,0
921.07,954.14,954.14,916.26,34450000.0,-3.97,1
923.52,923.7,935.03,910.13,33670000.0,0.27,0
913.06,926.83,934.05,911.22,27620000.0,-1.13,1
920.07,906.5,926.92,903.77,28300000.0,0.77,1
932.6,923.07,937.41,917.75,31400000.0,1.36,0
852.23,920.12,920.12,843.92,91720000.0,-8.62,0
839.95,857.93,866.55,833.01,81860000.0,-1.44,1
868.46,833.87,875.63,833.87,74010000.0,3.39,1
887.43,887.41,890.13,876.99,34340000.0,2.18,1
921.09,903.32,926.02,897.94,61540000.0,3.79,1
930.87,936.05,939.18,924.2,33080000.0,1.06,1
946.24,942.81,948.71,926.56,34090000.0,1.65,0
906.59,948.26,950.98,897.92,52360000.0,-4.19,0
898.78,899.23,911.69,891.97,36960000.0,-0.86,1
906.22,899.69,924.5,899.57,41890000.0,0.83,1
908.9,914.62,914.8,905.75,4820000.0,0.3,0
904.79,946.44,946.44,901.05,42960000.0,-0.45,0
902.05,904.79,910.81,889.75,28060000.0,-0.3,0
895.67,902.05,912.6,893.42,25660000.0,-0.71,0
862.24,896.51,900.51,860.2,53050000.0,-3.73,1
885.48,885.62,894.24,874.38,41840000.0,2.7,1
891.54,891.52,896.06,876.99,28550000.0,0.68,0
884.16,898.78,904.66,881.62,30120000.0,-0.83,1
886.34,886.55,891.97,876.11,23850000.0,0.25,0
875.99,880.85,887.93,872.18,43690000.0,-1.17,1
887.39,880.78,892.54,876.11,18230000.0,1.3,1
888.86,889.02,890.61,878.35,20480000.0,0.17,1
891.54,895.15,899.28,889.09,25650000.0,0.3,0
883.69,893.79,893.79,880.62,17040000.0,-0.88,1
888.88,880.9,891.97,880.9,16840000.0,0.59,1
905.02,890.22,914.33,885.16,40060000.0,1.82,1
920.09,912.38,923.2,907.52,26930000.0,1.67,0
