Price,Open,High,Low,Vol.,Change %,Target
244.93,245.03,246.64,243.07,5940000.0,0.39,0
239.93,245.72,245.74,239.29,9590000.0,-2.04,1
242.24,240.8,242.8,240.29,8060000.000000001,0.96,0
241.68,241.52,243.94,241.27,7240000.0,-0.23,1
242.3,242.15,244.17,240.8,4830000.0,0.26,1
245.03,242.82,246.06,242.82,10480000.0,1.13,0
244.18,246.19,246.35,243.72,10590000.0,-0.35,0
243.56,244.39,245.15,242.78,4040000.0,-0.25,1
245.16,243.84,246.75,243.84,6680000.0,0.66,0
241.98,245.06,245.96,241.46,11090000.0,-1.3,0
234.11,239.45,240.12,233.49,36210000.0,-3.25,0
232.15,234.41,235.63,231.3,14650000.0,-0.84,1
232.41,232.74,235.02,231.8,14110000.0,0.11,0
230.63,232.47,233.25,230.21,8109999.999999999,-0.77,0
228.41,229.73,231.8,227.71,12650000.0,-0.96,1
230.97,228.66,231.31,228.66,8690000.0,1.12,0
228.72,232.03,232.19,228.46,22020000.0,-0.97,1
230.48,229.39,231.33,229.11,20180000.0,0.77,1
234.91,230.44,235.28,230.41,14470000.0,1.92,1
235.0,235.37,236.93,233.89,13960000.0,0.04,1
236.0,235.2,236.28,232.75,10440000.0,0.43,0
234.61,236.08,236.26,233.43,8400000.0,-0.59,0
232.4,235.18,236.18,231.6,12200000.0,-0.94,1
234.2,233.15,234.93,232.04,9220000.0,0.77,0
231.78,234.28,234.36,230.95,9140000.0,-1.03,0
230.49,231.78,233.43,229.78,14980000.0,-0.56,1
232.2,231.13,232.48,230.86,9100000.0,0.74,0
231.61,232.7,232.83,230.58,11550000.0,-0.25,0
231.54,232.25,232.48,229.78,7910000.0,-0.03,1
236.03,232.7,236.73,231.56,16840000.0,1.94,1
236.37,236.73,237.76,235.01,14060000.0,0.14,1
240.01,236.65,240.45,236.65,18140000.0,1.54,1
241.81,239.78,242.42,237.98,13700000.0,0.75,0
241.79,240.7,242.56,239.78,10750000.0,-0.01,1
244.66,241.74,245.28,241.26,13090000.0,1.19,1
271.49,245.74,272.42,245.52,117520000.0,10.97,0
265.92,272.86,274.75,265.16,57460000.0,-2.05,1
278.55,267.66,282.57,267.63,77000000.0,4.75,0
278.36,276.99,280.59,276.21,33330000.0,-0.07,0
277.56,278.82,279.78,276.55,22510000.0,-0.29,1
278.06,278.32,282.1,275.88,16670000.000000002,0.18,1
282.96,279.14,289.54,279.14,77810000.0,1.76,1
293.49,285.31,294.98,284.47,61590000.0,3.72,0
293.4,296.52,298.35,291.42,38830000.0,-0.03,0
290.31,294.01,294.01,289.16,40000000.0,-1.05,0
289.3,290.04,291.83,288.12,28700000.0,-0.35,0
288.16,290.09,291.38,283.56,22880000.0,-0.39,1
289.92,296.5,296.56,288.97,25630000.0,0.61,1
293.4,290.27,295.95,290.13,22250000.0,1.2,0
291.76,294.53,294.62,290.84,14700000.0,-0.56,1
292.44,294.08,296.77,291.85,20980000.0,0.23,0
287.97,293.63,293.69,287.42,11880000.0,-1.53,0
284.14,288.28,288.66,283.13,20860000.0,-1.33,0
283.22,281.49,284.62,280.27,18730000.0,-0.32,1
286.28,284.0,287.24,282.84,10900000.0,1.08,1
289.3,286.46,290.48,285.19,15030000.0,1.05,0
281.29,285.79,287.51,280.41,29950000.0,-2.77,0
280.09,282.84,284.19,279.27,20040000.0,-0.43,1
282.54,281.42,283.29,277.3,17470000.0,0.87,1
285.68,282.17,286.61,281.72,25720000.0,1.11,1
296.98,284.64,300.75,284.64,41900000.0,3.96,1
309.07,301.73,310.38,300.61,41430000.0,4.07,1
318.14,313.69,318.81,310.29,37220000.0,2.93,1
323.42,316.79,325.76,315.26,46720000.0,1.66,0
316.25,319.56,322.41,315.34,29420000.0,-2.22,0
310.57,317.02,320.37,309.66,28400000.0,-1.8,0
308.55,312.04,314.87,308.04,29770000.0,-0.65,0
304.42,310.9,311.72,303.78,25330000.0,-1.34,1
306.85,304.42,308.79,302.93,11730000.0,0.8,1
312.93,306.9,313.77,306.9,10930000.0,1.98,0
308.07,314.76,317.02,307.35,14780000.0,-1.55,0
307.75,307.8,310.84,305.22,10680000.0,-0.1,1
307.92,310.05,311.8,306.7,7750000.0,0.06,1
315.33,310.38,319.49,309.94,27900000.0,2.41,1
318.68,316.8,322.64,314.81,23550000.0,1.06,1
322.14,328.26,330.0,320.64,33930000.0,1.09,0
318.47,322.64,323.77,315.35,15470000.0,-1.14,0
316.9,318.59,320.2,315.26,11600000.0,-0.49,0
313.69,316.96,319.33,312.74,10940000.0,-1.01,0
308.15,315.22,315.22,307.19,17160000.0,-1.77,0
308.04,309.57,310.44,306.9,8770000.0,-0.04,0
305.31,309.15,310.18,304.44,13260000.0,-0.89,0
298.64,306.13,307.43,297.9,14400000.0,-2.18,0
297.1,299.03,301.16,296.41,14830000.0,-0.52,1
299.11,297.68,299.85,296.84,19480000.0,0.68,1
305.57,300.11,306.58,299.17,21140000.0,2.16,1
305.67,306.7,307.97,303.9,12720000.0,0.03,0
303.63,305.78,306.67,302.19,6940000.0,-0.67,0
302.2,304.96,304.96,299.82,6220000.0,-0.47,1
304.94,302.64,309.57,301.5,11680000.0,0.91,0
304.22,304.2,307.11,303.02,9090000.0,-0.24,0
298.43,301.33,303.53,297.7,9040000.0,-1.9,0
296.52,299.7,300.31,294.53,11830000.0,-0.64,1
297.71,298.24,299.84,295.7,8119999.999999999,0.4,0
293.53,298.06,298.99,292.73,8510000.0,-1.4,0
291.77,293.97,295.36,291.18,13220000.0,-0.6,1
292.83,292.28,295.07,291.49,23930000.0,0.36,1
300.67,293.17,302.27,292.28,19780000.0,2.68,1
305.08,300.6,307.0,300.29,22170000.0,1.47,1
305.63,304.85,306.83,303.19,8910000.0,0.18,0
301.43,307.35,307.56,300.33,15160000.0,-1.37,0
298.64,299.64,301.28,297.45,8800000.0,-0.93,0
297.85,300.15,300.98,296.11,10610000.0,-0.26,1
298.88,298.19,301.5,295.85,10000000.0,0.35,0
295.16,299.92,299.92,294.76,8850000.0,-1.24,1
301.05,294.8,301.73,294.31,10340000.0,2.0,0
299.41,301.28,302.36,298.59,7290000.0,-0.54,1
300.31,302.42,304.19,299.25,12770000.0,0.3,0
296.66,298.25,298.97,296.11,7780000.0,-1.22,0
295.51,296.92,298.35,294.76,5560000.0,-0.39,1
305.21,295.86,305.77,295.86,48860000.0,3.28,1
311.16,305.77,313.64,305.57,26110000.0,1.95,1
312.25,312.32,313.82,307.86,30190000.0,0.35,1
316.85,312.56,318.32,312.56,14060000.0,1.47,1
317.54,316.79,319.74,316.44,9360000.0,0.22,1
319.71,316.52,321.06,315.72,18450000.0,0.68,1
322.11,321.39,324.97,320.99,20420000.0,0.75,1
322.83,322.86,324.21,321.65,28750000.0,0.22,1
323.12,321.96,324.43,320.39,30080000.0,0.09,0
314.43,323.75,323.75,313.77,14370000.0,-2.69,0
313.13,314.77,317.02,312.54,11910000.0,-0.41,0
310.27,312.97,313.06,309.16,7210000.0,-0.91,1
310.51,312.11,313.58,308.25,8490000.0,0.08,1
319.7,312.52,320.86,312.29,17370000.0,2.96,1
324.36,321.39,325.44,320.16,25110000.0,1.46,0
324.33,325.72,326.01,323.31,12540000.0,-0.01,1
335.26,324.43,336.74,323.76,33090000.000000004,3.37,1
335.64,344.0,348.49,334.8,3290000.0,0.11,1
335.98,337.48,338.24,334.33,19380000.0,0.1,1
339.75,337.12,342.87,336.69,15790000.0,1.12,1
342.22,339.22,342.87,338.63,21240000.0,0.73,1
344.84,341.75,345.34,340.75,18950000.0,0.77,1
348.89,345.57,350.65,345.57,17310000.0,1.17,0
341.72,347.77,348.9,339.72,18130000.0,-2.06,1
344.66,340.08,345.79,340.08,10880000.0,0.86,0
343.75,346.19,348.49,342.58,12580000.0,-0.26,1
356.36,348.49,357.87,347.36,89660000.0,3.67,1
363.16,359.73,365.33,356.36,40090000.0,1.91,0
360.22,365.29,365.34,359.19,18520000.0,-0.81,1
364.85,360.68,366.46,359.98,20260000.0,1.29,0
358.56,366.03,366.82,357.11,16990000.0,-1.72,0
358.49,357.77,361.07,354.79,13230000.0,-0.02,1
363.15,360.17,363.96,358.83,15290000.0,1.3,0
360.54,364.85,364.85,357.82,11360000.0,-0.72,1
366.3,361.98,367.76,361.55,19190000.0,1.6,1
371.0,365.77,374.33,363.57,18190000.0,1.28,0
364.71,373.9,373.9,363.13,17150000.0,-1.7,0
363.41,366.84,366.84,362.56,8800000.0,-0.36,0
360.31,363.78,364.47,356.77,10120000.0,-0.85,0
359.46,360.07,364.23,356.36,9630000.0,-0.24,0
356.22,358.17,361.23,354.78,9400000.0,-0.9,0
347.65,348.71,355.24,344.67,15690000.0,-2.41,1
353.67,350.97,356.25,350.97,12410000.0,1.73,0
352.11,353.44,354.34,348.54,12530000.0,-0.44,1
352.34,352.76,359.21,351.0,14610000.0,0.07,1
354.2,351.64,354.74,349.2,7320000.0,0.53,0
351.73,354.56,356.17,350.8,6990000.0,-0.7,0
350.75,353.44,355.21,349.85,8800000.0,-0.28,1
355.7,351.83,356.71,349.2,7680000.0,1.41,0
352.55,357.49,358.18,351.75,11680000.0,-0.89,0
352.21,355.02,355.68,351.01,11370000.0,-0.1,0
344.48,351.16,352.43,344.0,14000000.0,-2.19,1
351.66,347.94,352.72,346.52,9540000.0,2.08,1
358.5,354.11,359.16,353.89,23170000.0,1.95,1
362.0,359.7,363.47,359.51,14240000.0,0.98,1
362.74,363.22,367.86,358.8,19900000.0,0.2,1
367.06,366.48,367.57,364.47,23280000.0,1.19,1
369.94,365.67,371.54,364.86,44990000.0,0.78,0
367.87,370.08,374.35,366.48,14960000.0,-0.56,0
367.33,368.73,370.19,365.17,12230000.0,-0.15,1
367.78,369.31,371.81,367.18,11710000.0,0.12,1
370.41,369.96,370.98,367.38,6000000.0,0.72,1
381.77,370.53,386.67,369.63,27120000.0,3.07,0
379.45,384.83,387.39,378.62,10950000.0,-0.61,0
378.53,378.62,383.5,375.36,26390000.0,-0.24,1
380.22,382.22,382.69,379.11,4670000.0,0.45,0
377.09,381.63,381.65,376.37,7120000.0,-0.82,1
380.94,384.96,392.33,380.01,23020000.0,1.02,0
378.33,380.87,382.98,376.03,11950000.0,-0.69,0
367.56,377.68,377.68,365.67,11350000.0,-2.85,1
369.42,366.48,372.3,362.07,13130000.0,0.51,0
368.77,369.49,371.9,365.22,9750000.0,-0.18,0
359.35,371.25,371.29,357.71,17030000.0,-2.55,0
353.64,359.58,361.04,350.83,27270000.0,-1.59,0
351.15,356.02,356.77,350.34,15380000.0,-0.7,1
358.99,357.49,361.46,353.15,16930000.0,2.23,1
368.21,359.37,370.95,357.76,17450000.0,2.57,1
370.59,370.98,372.53,368.12,9810000.0,0.65,1
376.39,370.53,377.43,369.9,12000000.0,1.57,0
373.52,377.27,377.63,372.32,8170000.0,-0.76,1
379.16,373.67,381.0,373.67,13600000.0,1.51,0
377.79,380.1,385.99,375.92,14230000.0,-0.36,1
392.45,378.66,394.27,378.66,17210000.0,3.88,1
394.11,395.39,400.52,392.72,19850000.0,0.42,1
394.27,395.26,401.1,387.3,29540000.0,0.04,0
393.17,394.81,397.51,389.95,12830000.0,-0.28,1
411.22,394.54,412.75,393.46,33850000.0,4.59,0
409.15,411.81,414.55,406.05,7400000.0,-0.5,1
422.57,410.5,424.8,408.79,25340000.0,3.28,0
420.1,426.15,426.15,417.38,12790000.0,-0.58,1
422.64,422.73,425.34,417.97,9240000.0,0.6,1
426.01,422.69,430.69,418.64,15540000.0,0.8,0
418.12,427.18,430.2,416.26,10610000.0,-1.85,1
423.81,419.99,425.18,418.46,7220000.0,1.36,0
423.07,424.91,425.27,419.18,8770000.0,-0.17,1
428.33,426.17,430.69,425.27,16219999.999999998,1.24,0
425.65,428.44,430.11,424.6,9490000.0,-0.63,0
425.07,429.86,429.86,422.75,4430000.0,-0.14,0
419.31,423.81,423.81,417.74,9010000.0,-1.36,0
407.71,419.7,420.44,406.07,18870000.0,-2.77,0
399.21,405.82,407.4,397.55,16390000.0,-2.08,1
404.93,402.34,409.15,401.13,13850000.0,1.43,0
397.44,405.13,405.13,395.35,12850000.0,-1.85,0
393.57,397.96,401.06,392.78,8390000.0,-0.97,1
398.72,393.46,402.45,392.56,11520000.0,1.31,0
397.37,397.73,400.47,394.79,14100000.0,-0.34,1
406.43,398.18,407.4,398.18,13990000.0,2.28,1
410.05,413.22,415.9,408.52,11280000.0,0.89,1
414.08,407.49,415.65,406.95,8520000.0,0.98,1
419.34,416.75,422.53,416.17,12070000.0,1.27,0
418.53,421.54,422.08,415.25,10210000.0,-0.19,1
425.83,418.64,427.14,416.68,14800000.0,1.74,1
427.68,427.18,431.46,426.01,12910000.0,0.43,1
427.79,425.95,430.56,424.49,9450000.0,0.03,0
424.19,427.12,427.79,421.83,9370000.0,-0.84,1
425.39,423.52,427.18,423.14,7420000.0,0.28,0
414.39,423.34,423.34,413.47,19050000.0,-2.59,0
409.24,415.69,418.75,408.16,10260000.0,-1.24,0
405.42,410.77,410.91,403.51,9330000.0,-0.93,1
410.86,405.17,414.03,402.65,16900000.0,1.34,1
416.68,409.2,418.33,408.66,22220000.0,1.42,1
418.89,418.21,420.89,415.04,11160000.0,0.53,0
414.14,419.92,421.32,413.27,11280000.0,-1.13,0
411.96,414.8,416.39,410.79,9960000.0,-0.53,0
411.72,411.87,417.74,408.3,14570000.0,-0.06,0
411.29,412.3,415.92,409.51,8440000.0,-0.1,1
414.37,413.24,415.9,408.63,10140000.0,0.75,0
413.58,418.64,419.52,412.66,22530000.0,-0.19,1
414.14,410.07,419.38,387.91,17150000.0,0.14,1
416.37,415.31,416.84,413.69,8210000.000000001,0.54,0
412.86,416.35,417.02,412.34,9640000.0,-0.84,0
410.52,413.0,415.47,409.2,8369999.999999999,-0.57,1
413.87,411.29,414.77,408.88,9840000.0,0.82,1
418.1,415.87,422.19,412.86,10700000.0,1.02,0
415.38,419.54,421.56,413.24,8790000.0,-0.65,1
415.58,416.05,420.17,413.29,14320000.0,0.05,0
414.17,416.62,419.22,413.02,10240000.0,-0.34,0
409.08,414.91,414.91,408.07,8730000.0,-1.23,1
409.71,410.55,413.49,407.58,8770000.0,0.15,1
411.36,415.94,416.39,410.57,12470000.0,0.4,1
413.83,412.86,414.5,411.76,8320000.0,0.6,1
415.16,414.5,416.8,413.81,6870000.0,0.32,1
417.54,416.44,418.64,415.27,8150000.0,0.57,1
423.11,417.36,424.44,415.49,13190000.0,1.33,1
423.74,424.04,426.01,420.66,10820000.0,0.15,0
421.68,423.5,423.88,420.44,7250000.0,-0.49,1
426.73,424.04,428.44,421.9,13910000.0,1.2,1
426.8,427.18,431.01,425.03,10260000.0,0.02,0
415.02,426.15,426.15,413.69,9990000.0,-2.76,1
415.72,416.39,417.74,407.85,12190000.0,0.17,0
413.56,417.74,418.01,411.49,8660000.0,-0.52,1
418.77,415.04,420.17,414.64,9210000.0,1.26,1
436.85,426.28,438.11,422.69,42180000.0,4.32,1
442.14,438.43,445.6,438.43,20790000.0,1.21,0
434.54,441.46,441.46,432.87,13190000.0,-1.72,0
434.33,435.23,437.08,429.95,12620000.0,-0.05,0
433.7,434.47,439.46,431.37,9130000.0,-0.15,0
427.36,434.29,434.29,426.73,8480000.0,-1.46,1
432.26,427.18,433.7,423.38,11590000.0,1.15,0
424.42,433.14,437.35,421.16,15250000.0,-1.81,0
406.66,420.44,424.46,405.15,26740000.0,-4.18,0
405.67,402.0,410.32,396.52,17710000.0,-0.24,0
401.15,394.36,403.8,391.66,22210000.0,-1.11,1
402.18,405.85,407.13,400.2,14340000.0,0.26,1
406.75,403.76,409.49,401.26,12760000.0,1.14,0
403.73,399.75,405.6,398.41,10690000.0,-0.74,1
411.67,406.05,412.88,405.62,10960000.0,1.97,1
419.83,415.04,423.81,414.14,20530000.0,1.98,1
420.73,421.63,425.27,417.36,12330000.0,0.21,0
414.28,422.51,423.86,412.84,8890000.0,-1.53,1
416.84,414.14,419.09,410.79,8250000.0,0.62,0
414.19,417.74,417.99,413.15,7810000.0,-0.64,1
417.9,418.19,419.31,414.66,11000000.0,0.9,0
415.65,414.59,418.64,413.69,10330000.0,-0.54,1
420.1,416.12,421.79,414.93,9790000.0,1.07,1
422.1,422.24,424.89,421.16,7790000.0,0.48,1
427.41,422.24,429.79,421.95,12940000.0,1.26,1
429.23,425.36,430.38,424.13,52290000.0,0.43,0
426.46,427.07,431.64,425.36,8270000.0,-0.65,0
415.54,424.04,427.25,414.41,11380000.0,-2.56,0
409.58,417.74,420.98,406.99,14790000.0,-1.43,0
400.09,408.86,408.86,399.33,14630000.0,-2.32,1
409.85,403.64,411.22,401.69,12260000.0,2.44,1
410.59,411.4,413.4,409.67,9820000.0,0.18,1
418.33,413.69,419.58,412.59,7670000.0,1.89,1
419.02,419.04,420.89,414.3,10290000.0,0.16,0
417.76,417.65,419.11,413.33,13590000.0,-0.3,0
410.01,415.94,417.94,409.2,11730000.0,-1.86,0
404.72,408.75,409.06,398.43,28440000.0,-1.29,0
402.68,405.15,407.8,401.1,11660000.0,-0.5,0
400.11,401.69,406.5,398.88,14020000.0,-0.64,1
403.31,402.38,405.76,401.69,13580000.0,0.8,1
408.37,402.9,410.07,402.79,20430000.0,1.25,0
401.96,400.47,404.7,399.8,21660000.0,-1.57,1
405.2,401.98,406.63,401.33,12210000.0,0.81,0
404.61,407.94,409.53,403.35,14010000.0,-0.15,0
396.92,402.81,402.83,395.71,17690000.0,-1.9,1
401.53,401.55,405.13,398.63,11530000.0,1.16,1
404.5,400.65,405.46,398.07,12850000.0,0.74,0
402.41,406.81,410.01,401.13,13120000.0,-0.52,1
408.39,406.99,409.2,406.27,7870000.0,1.49,1
409.65,408.3,413.02,406.95,8920000.0,0.31,1
411.9,410.34,413.24,410.34,7210000.0,0.55,1
412.37,412.97,415.45,411.06,7800000.0,0.11,1
418.57,414.5,419.43,411.92,12130000.0,1.5,0
417.61,418.12,421.18,415.58,9990000.0,-0.23,1
422.17,419.4,423.45,417.61,11650000.0,1.09,0
421.36,420.19,422.69,417.52,8250000.0,-0.19,1
424.6,422.69,425.92,420.89,8860000.0,0.77,0
421.79,425.05,426.37,420.46,6790000.0,-0.66,1
423.72,422.28,424.94,420.44,9050000.0,0.46,0
417.25,421.79,423.52,414.23,6760000.0,-1.53,1
420.89,418.19,424.64,417.52,7080000.0,0.87,1
436.2,420.8,438.74,420.44,18390000.0,3.64,1
436.4,437.82,441.48,433.28,13000000.0,0.05,1
438.58,437.53,444.27,432.69,31470000.0,0.5,1
448.0,445.08,454.61,443.15,23550000.0,2.15,0
433.16,441.57,446.34,431.68,17910000.0,-3.31,1
437.39,434.83,440.31,433.95,12350000.0,0.98,0
432.4,439.73,439.73,431.34,7970000.0,-1.14,0
428.96,432.96,433.79,427.18,7660000.0,-0.8,1
436.63,431.16,437.64,430.04,7090000.0,1.79,0
434.87,439.55,441.57,434.02,9960000.0,-0.4,1
439.19,434.33,442.61,432.69,9070000.0,0.99,1
441.19,440.67,442.74,438.09,8109999.999999999,0.46,1
444.83,441.24,445.75,439.66,8100000.0,0.83,0
443.64,446.05,446.05,439.19,5210000.0,-0.27,0
440.2,442.05,449.67,439.17,9690000.0,-0.78,0
429.95,437.98,437.98,428.29,17390000.0,-2.33,0
425.09,431.39,431.68,423.36,9560000.0,-1.13,0
419.92,425.21,428.76,419.09,10560000.0,-1.22,0
418.8,418.53,420.75,414.64,13380000.0,-0.27,0
416.73,419.61,419.99,415.94,10440000.0,-0.49,0
410.21,416.39,416.39,408.81,9220000.0,-1.56,1
411.83,411.0,414.14,409.26,10740000.0,0.39,1
414.05,411.9,415.22,411.2,16410000.0,0.54,0
413.87,415.9,416.84,412.84,10490000.0,-0.04,0
412.55,414.37,417.29,411.18,16500000.0,-0.32,0
411.94,411.38,415.13,407.67,12100000.0,-0.15,1
414.3,414.14,414.73,411.24,34220000.0,0.57,1
418.44,413.69,420.78,413.0,17700000.0,1.0,1
423.07,419.72,424.49,418.44,11310000.0,1.11,1
426.13,423.95,429.43,423.14,16090000.0,0.72,1
429.16,425.83,429.88,423.88,8460000.0,0.71,1
436.78,429.39,438.88,429.18,13840000.0,1.78,1
442.63,434.54,443.62,431.95,13190000.0,1.34,0
441.87,443.87,449.64,440.25,13860000.0,-0.17,1
448.39,442.2,449.67,440.81,15030000.0,1.48,1
450.79,449.67,452.32,444.95,11960000.0,0.54,1
453.24,448.52,454.97,444.0,11070000.0,0.54,1
456.05,452.37,460.23,449.33,22800000.0,0.62,1
456.66,453.62,458.86,452.81,11410000.0,0.13,0
447.89,455.92,456.32,446.81,12810000.0,-1.92,1
458.32,447.87,459.96,447.35,14520000.0,2.33,1
464.03,460.21,465.86,459.25,21220000.0,1.25,0
455.29,462.44,462.8,453.47,32650000.0,-1.88,0
451.67,454.79,457.09,450.7,10490000.0,-0.8,0
440.2,452.37,452.37,438.54,16290000.0,-2.54,0
434.31,440.0,443.1,432.89,18090000.0,-1.34,0
424.91,432.58,435.5,422.82,17330000.0,-2.16,1
437.28,426.78,438.65,426.73,16079999.999999998,2.91,0
431.95,437.23,437.23,430.33,13450000.0,-1.22,1
436.76,433.93,439.98,431.84,10230000.0,1.11,1
445.22,436.99,446.07,436.63,10100000.0,1.94,0
433.7,448.32,453.44,431.05,37790000.0,-2.59,1
439.57,433.82,442.02,433.7,18500000.0,1.35,1
448.36,443.87,449.67,442.25,10440000.0,2.0,1
461.22,450.9,462.48,449.67,21090000.0,2.87,1
467.11,460.91,468.06,457.69,17490000.0,1.28,1
486.7,469.61,494.18,468.82,48680000.0,4.19,1
494.54,485.87,498.68,485.64,36280000.0,1.61,0
483.93,494.54,498.64,482.52,13320000.0,-2.15,1
491.19,484.88,492.81,480.96,13060000.0,1.5,1
491.28,493.91,496.7,484.43,9450000.0,0.02,1
496.81,491.62,501.38,488.5,10970000.0,1.13,1
507.52,500.66,511.95,499.98,16190000.000000002,2.16,0
503.76,508.03,508.03,500.52,11800000.0,-0.74,0
499.56,504.53,506.66,497.96,9020000.0,-0.83,1
501.45,499.13,504.98,496.52,12010000.0,0.38,0
499.42,499.18,504.3,498.14,12970000.0,-0.4,1
508.06,503.4,511.45,500.1,13490000.0,1.73,1
517.75,508.12,520.4,507.22,28010000.0,1.91,1
533.31,517.57,535.28,515.84,28010000.0,3.01,1
536.16,535.28,540.9,533.04,19590000.0,0.53,0
525.37,535.78,535.78,524.29,12620000.0,-2.01,1
529.24,528.36,532.18,525.91,13420000.0,0.74,1
536.27,529.12,537.8,528.52,8109999.999999999,1.33,0
532.5,537.31,540.23,529.26,8199999.999999999,-0.7,1
547.56,532.86,549.72,532.86,15970000.0,2.83,1
547.67,549.27,553.85,545.0,13820000.0,0.02,0
541.49,544.55,546.35,540.63,7230000.0,-1.13,0
534.07,538.5,539.58,531.82,9420000.0,-1.37,1
544.37,535.1,547.33,532.54,10700000.0,1.93,0
539.96,541.06,546.8,537.58,12080000.0,-0.81,1
541.29,543.65,546.53,539.62,7730000.0,0.25,1
555.29,543.15,556.15,543.04,15360000.0,2.59,1
560.82,556.35,562.76,551.74,14700000.0,1.0,1
570.83,560.42,572.88,556.87,16090000.0,1.78,1
574.45,568.94,575.55,566.6,13430000.0,0.63,1
580.75,575.3,582.7,575.01,11250000.0,1.1,1
593.11,582.77,594.91,582.32,17550000.0,2.13,0
581.96,591.9,597.61,580.16,22360000.0,-1.88,0
573.08,581.69,583.29,571.28,19890000.0,-1.53,0
558.33,571.08,571.08,556.06,30900000.0,-2.57,0
552.71,559.84,565.64,551.31,24630000.0,-1.01,1
558.46,555.41,564.24,552.64,17850000.0,1.04,0
551.74,558.71,563.28,543.42,20850000.0,-1.2,1
567.21,553.16,569.14,551.0,22600000.0,2.8,1
574.94,568.78,576.18,564.11,21590000.0,1.36,0
564.71,573.33,574.22,562.13,14250000.0,-1.78,0
556.55,566.13,570.36,555.0,21960000.0,-1.44,1
563.21,562.89,566.0,552.57,16280000.000000002,1.2,1
563.5,566.31,573.6,561.03,15910000.0,0.05,0
551.25,562.42,562.42,549.31,13640000.0,-2.17,0
547.31,551.29,557.32,546.05,15380000.0,-0.71,0
544.43,550.39,550.39,540.05,22750000.0,-0.53,1
547.47,548.14,556.42,532.18,38500000.0,0.56,1
554.01,546.1,557.54,541.62,20400000.0,1.19,0
553.36,555.56,559.84,537.35,19610000.0,-0.12,1
562.71,557.14,563.86,551.81,12910000.0,1.69,1
563.77,564.33,567.93,556.46,21820000.0,0.19,1
565.66,566.54,571.84,560.87,22360000.0,0.34,0
553.85,565.55,565.55,541.4,14800000.0,-2.09,0
541.89,552.87,557.41,539.62,14890000.0,-2.16,0
504.64,534.88,535.28,497.33,46860000.0,-6.87,0
471.63,494.41,501.51,466.82,44300000.0,-6.54,1
498.86,472.15,502.28,461.16,49830000.0,5.77,0
490.16,504.37,505.11,486.18,22190000.0,-1.74,1
495.58,491.89,501.76,487.57,19180000.0,1.11,0
489.15,478.45,501.27,469.0,26700000.0,-1.3,1
506.57,496.86,507.67,495.49,18290000.0,3.56,1
512.51,508.08,515.72,502.8,17910000.0,1.17,1
523.32,515.32,524.94,512.62,15100000.0,2.11,0
517.7,530.16,530.31,512.62,25810000.0,-1.07,0
495.22,494.63,499.58,481.26,51320000.0,-4.34,0
477.84,499.13,501.29,475.46,26580000.0,-3.51,0
474.26,473.39,478.76,469.3,21350000.0,-0.75,0
470.24,483.35,483.82,463.79,27570000.0,-0.85,0
463.52,465.86,467.95,457.04,28460000.0,-1.43,1
469.86,464.46,475.3,459.56,18540000.0,1.37,1
489.15,470.35,491.87,470.35,15490000.0,4.11,0
475.3,488.11,488.11,473.09,17780000.0,-2.83,1
477.21,476.2,479.28,470.8,33229999.999999996,0.4,0
474.96,480.2,480.2,472.15,18970000.0,-0.47,1
483.35,479.79,486.09,478.06,33910000.0,1.77,1
490.27,482.7,491.35,478.9,15310000.0,1.43,1
496.48,491.94,500.03,490.86,17430000.0,1.27,1
499.45,501.38,501.38,497.65,2590000.0,0.6,0
491.69,497.44,500.84,487.89,21890000.0,-1.55,0
485.64,493.6,494.09,483.19,11710000.0,-1.23,1
494.39,482.94,495.98,481.17,13750000.0,1.8,0
493.71,496.9,500.32,488.11,15720000.0,-0.14,0
493.22,493.26,495.98,488.56,13790000.0,-0.1,1
506.95,493.71,508.1,493.33,22270000.0,2.78,1
517.12,509.43,517.88,508.57,14760000.0,2.01,0
511.45,514.87,519.77,508.12,11550000.0,-1.1,0
500.43,511.5,515.09,497.8,15160000.0,-2.15,0
495.92,501.15,506.03,494.68,11690000.0,-0.9,1
499.02,498.68,502.5,493.46,12890000.0,0.63,1
507.31,498.19,508.12,497.08,13750000.0,1.66,1
518.31,509.23,520.6,506.46,16160000.0,2.17,1
525.44,522.06,530.56,521.61,25510000.0,1.38,0
525.01,527.14,533.31,522.65,21640000.0,-0.08,0
520.02,528.31,528.31,516.44,11240000.0,-0.95,0
518.15,520.71,520.71,513.61,10480000.0,-0.36,1
519.43,514.31,521.07,512.31,11750000.0,0.25,0
505.27,516.67,516.67,502.84,11840000.0,-2.73,1
509.83,507.88,511.25,498.39,14560000.0,0.9,0
490.25,499.13,501.06,487.03,18940000.0,-3.84,1
493.53,479.35,495.58,474.4,27250000.0,0.67,1
499.36,494.18,500.7,489.13,25450000.0,1.18,0
497.8,507.22,507.22,492.41,18770000.0,-0.31,1
500.12,496.03,501.33,490.95,14580000.0,0.47,1
508.08,501.81,509.47,499.8,10220000.0,1.59,1
511.0,505.11,512.17,503.85,11850000.0,0.57,1
511.18,513.29,515.9,509.56,14880000.0,0.04,0
507.43,504.08,509.25,501.9,11640000.0,-0.73,0
494.72,505.88,508.69,492.84,16719999.999999998,-2.5,0
489.75,495.04,496.07,488.59,8369999.999999999,-1.0,1
